股票代號,股票名稱,買進,賣出,現金償還,前日餘額,今日餘額,限額,買進,賣出,現券償還,前日餘額,今日餘額,限額,資券互抵,註記,日期
2491,吉祥全,0,0,0,67,67,0,0,0,0,0,0,0,0,OX ,20231213
2492,華新科,179,741,3,"9,714","9,149","121,451",2,3,0,421,422,"121,451",0, ,20231213
2493,揚博,44,75,0,"1,122","1,091","28,609",0,0,0,39,39,"28,609",0, ,20231213
2495,普安,356,115,0,"7,300","7,541","68,387",3,72,0,4,73,"68,387",4, ,20231213
2496,卓越,0,6,0,279,273,"4,775",0,0,0,0,0,"4,775",0, ,20231213
2497,怡利電,58,87,1,"5,323","5,293","30,699",0,42,0,134,176,"30,699",0, ,20231213
2498,宏達電,242,283,7,"41,503","41,455","207,910",21,19,0,"1,514","1,512","207,910",5, ,20231213
2501,國建,250,122,0,"2,408","2,536","289,890",0,0,0,0,0,"289,890",0, ,20231213
2504,國產,20,19,0,"3,908","3,909","295,000",0,0,0,25,25,"295,000",0, ,20231213
2505,國揚,68,3,0,"2,189","2,254","95,000",0,0,0,3,3,"95,000",0, ,20231213
2506,太設,123,125,0,"2,211","2,209","75,125",0,1,0,2,3,"75,125",0, ,20231213
2509,全坤建,0,0,0,821,821,"56,137",0,0,0,0,0,"56,137",0, ,20231213
2511,太子,326,0,0,"5,766","6,092","405,831",0,0,0,0,0,"405,831",0, ,20231213
2514,龍邦,84,4,0,"2,093","2,173","98,682",0,0,0,1,1,"98,682",0, ,20231213
2515,中工,"13,504","8,257",0,"50,945","56,192","382,724",7,168,0,63,224,"382,724",52, ,20231213
2516,新建,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231213
2520,冠德,156,434,0,"9,470","9,192","138,542",0,1,0,84,85,"138,542",0, ,20231213
2524,京城,2,0,0,"8,467","8,469","92,354",0,0,0,0,0,"92,354",0, ,20231213
2527,宏璟,14,33,0,"1,375","1,356","67,576",0,0,0,2,2,"67,576",0, ,20231213
2528,皇普,29,3,0,"3,745","3,771","69,271",0,9,26,946,929,"69,271",0, ,20231213
2530,華建,103,21,0,"7,862","7,944","130,188",0,3,0,46,49,"130,188",0, ,20231213
2534,宏盛,51,0,9,"12,011","12,053","118,556",0,0,0,2,2,"118,556",0, ,20231213
2535,達欣工,1,2,0,117,116,"67,698",0,0,0,2,2,"67,698",0, ,20231213
2536,宏普,36,38,0,"2,028","2,026","83,202",0,0,0,3,3,"83,202",0, ,20231213
2537,聯上發,61,11,0,"3,980","4,030","75,139",0,0,0,2,2,"75,139",0, ,20231213
2538,基泰,66,20,0,"8,470","8,516","109,612",6,0,0,500,494,"109,612",0, ,20231213
2539,櫻花建,26,5,0,"3,261","3,282","214,278",0,0,0,4,4,"214,278",0, ,20231213
2540,愛山林,37,32,0,"1,251","1,256","97,901",0,0,0,25,25,"97,901",0, ,20231213
2542,興富發,36,51,0,"4,075","4,060","471,035",0,0,0,14,14,"471,035",0, ,20231213
2543,皇昌,850,756,1,"3,764","3,857","59,370",11,12,0,977,978,"59,370",18, ,20231213
2545,皇翔,7,0,0,715,722,"81,933",0,0,0,4,4,"81,933",0, ,20231213
2546,根基,0,0,0,85,85,"30,180",0,0,0,0,0,"30,180",0, ,20231213
2547,日勝生,80,212,0,"7,602","7,470","220,023",0,2,0,1,3,"220,023",0, ,20231213
2548,華固,3,2,0,279,280,"69,203",0,0,0,2,2,"69,203",0, ,20231213
2597,潤弘,0,0,0,218,218,"46,237",0,0,0,0,0,"46,237",0, ,20231213
2601,益航,257,274,2,"11,817","11,798","206,194",0,0,0,59,59,"206,194",1, ,20231213
2603,長榮,"1,134","2,654",19,"27,461","25,922","529,105",113,161,0,"3,311","3,359","529,105",10, ,20231213
2605,新興,"3,293","1,902",5,"19,042","20,428","146,338",259,45,0,"2,251","2,037","146,338",33, ,20231213
2606,裕民,"1,837",782,3,"14,036","15,088","211,263",161,21,0,709,569,"211,263",6, ,20231213
2607,榮運,108,118,5,"6,189","6,174","266,785",3,0,0,69,66,"266,785",0, ,20231213
2608,嘉里大榮,2,1,0,"1,051","1,052","116,750",0,0,0,1,1,"116,750",0, ,20231213
2609,陽明,"1,705","1,228",22,"54,794","55,249","873,026",156,25,0,"4,685","4,554","873,026",0, ,20231213
2610,華航,"1,557","2,665",73,"95,138","93,957","1,512,778",28,42,20,"1,991","1,985","1,512,778",6, ,20231213
2611,志信,337,125,5,"4,137","4,344","47,250",21,34,3,196,206,"47,250",2, ,20231213
2612,中航,"1,063",452,0,"3,307","3,918","49,371",32,32,1,453,452,"49,371",10, ,20231213
2613,中櫃,19,8,0,"1,189","1,200","37,105",0,0,0,32,32,"37,105",0, ,20231213
2614,東森,34,33,1,"4,482","4,482","75,060",0,0,0,0,0,"75,060",0, ,20231213
2615,萬海,"1,966",843,10,"23,999","25,112","701,536",252,58,0,"4,430","4,236","701,536",4, ,20231213
2616,山隆,6,0,0,92,98,"34,320",0,0,0,0,0,"34,320",0, ,20231213
2617,台航,242,111,0,"5,739","5,870","104,323",1,3,0,68,70,"104,323",1, ,20231213
2618,長榮航,"3,697","7,769",6,"145,201","141,123","1,350,111",92,37,0,"3,132","3,077","1,350,111",24, ,20231213
2633,台灣高鐵,260,37,0,"4,971","5,194","657,073",0,0,0,16,16,"657,073",0, ,20231213
2634,漢翔,"1,737","1,013",4,"27,653","28,373","235,466",27,13,0,303,289,"235,466",24, ,20231213
2636,台驊投控,86,186,4,"1,658","1,554","35,847",0,8,0,34,42,"35,847",1, ,20231213
2637,慧洋-KY,"2,077",589,14,"14,644","16,118","186,602",11,15,0,381,385,"186,602",2, ,20231213
2642,宅配通,1,22,0,527,506,"23,866",0,0,0,1,1,"23,866",0, ,20231213
2645,長榮航太,15,5,0,669,679,"93,642",0,0,0,0,0,"93,642",0, ,20231213
2701,萬企,4,7,0,"1,770","1,767","112,491",1,0,0,2,1,"112,491",0, ,20231213
2702,華園,1,7,0,"1,956","1,950","39,153",0,0,0,6,6,"39,153",0, ,20231213
2704,國賓,1,13,1,639,626,"91,730",0,0,0,3,3,"91,730",0, ,20231213
2705,六福,7,84,0,"4,241","4,164","46,634",0,0,0,14,14,"46,634",0, ,20231213
2706,第一店,26,22,0,"2,445","2,449","124,999",0,0,0,12,12,"124,999",0, ,20231213
2707,晶華,16,9,0,"1,758","1,765","31,850",0,0,0,24,24,"31,850",0, ,20231213
2712,遠雄來,0,3,0,469,466,"26,250",0,0,0,0,0,"26,250",0, ,20231213
2722,夏都,16,38,0,"1,024","1,002","29,553",12,1,0,324,313,"29,553",0, ,20231213
2723,美食-KY,33,19,1,"1,915","1,928","45,000",3,0,0,4,1,"45,000",0, ,20231213
2727,王品,14,20,0,"2,225","2,219","19,247",1,0,0,99,98,"19,247",0, ,20231213
2731,雄獅,109,141,1,"4,571","4,538","23,306",21,3,1,388,369,"23,306",6, ,20231213
2739,寒舍,31,53,0,"1,015",993,"22,881",0,1,0,31,32,"22,881",0, ,20231213
2748,雲品,37,31,0,"3,654","3,660","26,444",5,6,0,357,358,"26,444",0, ,20231213
2753,八方雲集,0,3,0,"1,479","1,476","16,604",6,0,0,9,3,"16,604",0, ,20231213
2801,彰銀,1,9,0,"3,778","3,770","2,714,573",0,0,0,52,52,"2,714,573",0, ,20231213
2809,京城銀,52,24,0,"1,347","1,375","277,808",0,0,0,19,19,"277,808",0, ,20231213
2812,台中銀,35,31,0,"1,262","1,266","1,306,523",1,0,0,36,35,"1,306,523",0, ,20231213
2816,旺旺保,365,396,1,"4,365","4,333","55,902",1,25,1,574,597,"55,902",2, ,20231213
2820,華票,0,5,1,223,217,"335,740",0,0,0,3,3,"335,740",0, ,20231213
2832,台產,11,1,0,794,804,"90,550",0,0,0,0,0,"90,550",0, ,20231213
2834,臺企銀,57,30,0,"10,794","10,821","1,935,006",10,0,0,16,6,"1,935,006",0, ,20231213
2836,高雄銀,35,0,0,"3,819","3,854","308,574",0,3,0,42,45,"308,574",0, ,20231213
2838,聯邦銀,15,5,0,"1,213","1,223","944,738",0,0,0,10,10,"944,738",0, ,20231213
2845,遠東銀,71,41,0,"3,490","3,520","1,017,370",0,2,0,20,22,"1,017,370",0, ,20231213
2849,安泰銀,0,0,0,475,475,"223,623",0,0,0,0,0,"223,623",0, ,20231213
2850,新產,11,5,0,59,65,"78,990",0,0,0,1,1,"78,990",0, ,20231213
2851,中再保,5,2,0,"1,550","1,553","200,097",0,0,0,1,1,"200,097",0, ,20231213
2852,第一保,0,0,0,373,373,"75,290",0,0,0,0,0,"75,290",0, ,20231213
2855,統一證,2,0,0,"1,451","1,453","363,957",0,0,0,110,110,"363,957",0, ,20231213
2867,三商壽,0,32,0,936,904,0,0,0,0,0,0,0,0,OX ,20231213
2880,華南金,1,33,0,"1,841","1,809","3,410,686",0,0,0,16,16,"3,410,686",0, ,20231213
2881,富邦金,63,6,44,"6,777","6,790","3,253,743",1,0,0,218,217,"3,253,743",0, ,20231213
2882,國泰金,185,112,3,"14,601","14,671","3,667,302",12,0,0,486,474,"3,667,302",0, ,20231213
2883,開發金,538,713,73,"40,001","39,753","4,208,645",19,10,0,345,336,"4,208,645",0, ,20231213
2884,玉山金,50,122,14,"6,033","5,947","3,916,000",0,8,0,61,69,"3,916,000",0, ,20231213
2885,元大金,19,13,0,"1,241","1,247","3,172,270",0,4,0,22,26,"3,172,270",0, ,20231213
2886,兆豐金,102,15,1,"2,298","2,384","3,512,834",4,3,0,321,320,"3,512,834",0, ,20231213
2887,台新金,0,102,11,"10,478","10,365","3,119,265",0,0,0,38,38,"3,119,265",0, ,20231213
2888,新光金,"2,539",431,8,"99,073","101,173","3,871,907",5,51,0,"11,078","11,124","3,871,907",3, ,20231213
2889,國票金,155,5,1,"2,372","2,521","861,845",0,0,0,17,17,"861,845",1, ,20231213
2890,永豐金,97,17,1,"1,835","1,914","3,094,109",0,0,0,294,294,"3,094,109",0, ,20231213
2891,中信金,166,460,1,"13,686","13,391","4,895,824",27,37,0,475,485,"4,895,824",0, ,20231213
2892,第一金,8,48,1,"1,220","1,179","3,405,036",0,0,0,26,26,"3,405,036",0, ,20231213
2897,王道銀行,"1,931",63,0,"3,373","5,241","683,498",5,38,0,681,714,"683,498",0, ,20231213
2901,欣欣,10,7,0,686,689,"18,260",0,0,0,0,0,"18,260",0, ,20231213
2903,遠百,30,109,0,"5,647","5,568","354,235",0,0,0,1,1,"354,235",0, ,20231213
2904,匯僑,6,0,0,31,37,"19,458",0,0,0,0,0,"19,458",0, ,20231213
2905,三商,44,27,0,885,902,"280,623",0,10,0,2,12,"280,623",0, ,20231213
2906,高林,49,6,3,"3,590","3,630","52,277",0,0,0,125,125,"52,277",1, ,20231213
2908,特力,186,164,0,"8,605","8,627","127,471",0,0,0,0,0,"127,471",0, ,20231213
2910,統領,0,0,0,44,44,"52,181",0,0,0,0,0,"52,181",0, ,20231213
2911,麗嬰房,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231213
2912,統一超,2,0,0,356,358,"259,905",0,0,0,0,0,"259,905",0, ,20231213
2913,農林,237,255,0,"20,029","20,011","176,687",6,21,0,123,138,"176,687",0, ,20231213
2915,潤泰全,95,163,18,"5,412","5,326","276,079",0,0,0,27,27,"276,079",0, ,20231213
2929,淘帝-KY,14,9,0,"1,356","1,361","27,373",0,0,0,3,3,"27,373",0, ,20231213
2939,凱羿-KY,5,6,0,"1,824","1,823","11,387",0,0,0,0,0,"11,387",0, ,20231213
3002,歐格,127,113,0,"4,664","4,678","25,500",0,0,0,0,0,"25,500",0, ,20231213
3003,健和興,42,28,0,"5,377","5,391","38,913",0,1,0,9,10,"38,913",0, ,20231213
3004,豐達科,27,188,0,"2,892","2,731","13,462",0,0,0,37,37,"13,462",0, ,20231213
3005,神基,"1,779","1,388",2,"6,323","6,712","152,327",5,19,0,751,765,"152,327",9, ,20231213
3006,晶豪科,"1,150",783,4,"15,307","15,670","71,542",16,19,0,"1,130","1,133","71,542",63, ,20231213
3008,大立光,281,159,1,"1,088","1,209","33,367",0,13,0,31,44,"33,367",0, ,20231213
3010,華立,17,0,0,437,454,"59,005",0,0,0,84,84,"59,005",1, ,20231213
3011,今皓,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231213
3013,晟銘電,969,677,0,"18,333","18,625","38,983",101,39,2,"1,780","1,716","38,983",11, ,20231213
3014,聯陽,219,145,1,"3,271","3,344","40,270",4,31,0,211,238,"40,270",0, ,20231213
3015,全漢,9,54,0,638,593,"46,815",1,0,0,2,1,"46,815",0, ,20231213
3016,嘉晶,39,97,4,"4,082","4,020","72,134",0,0,0,149,149,"72,134",0, ,20231213
3017,奇鋐,474,507,5,"13,048","13,010","95,827",40,88,1,770,817,"95,827",1, ,20231213
3018,隆銘綠能,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231213
3019,亞光,"1,985","1,015",0,"6,378","7,348","69,810",5,75,0,89,159,"69,810",28, ,20231213
3021,鴻名,1,0,0,"2,112","2,113","23,972",0,0,0,0,0,"23,972",0, ,20231213
3022,威強電,61,70,0,"5,234","5,225","44,149",0,0,0,8,8,"44,149",0, ,20231213
3023,信邦,11,22,0,630,619,"60,008",0,0,0,4,4,"60,008",0, ,20231213
3024,憶聲,383,"2,761",0,"13,051","10,673","69,289",83,0,0,312,229,"69,289",0, ,20231213
3025,星通,504,623,8,"6,354","6,227","14,184",3,172,0,13,182,"14,184",5, ,20231213
3026,禾伸堂,3,2,0,576,577,"41,472",0,0,0,0,0,"41,472",0, ,20231213
3027,盛達,145,200,1,"7,266","7,210","25,104",25,0,0,102,77,"25,104",0, ,20231213
3028,增你強,335,102,0,917,"1,150","57,608",0,59,0,293,352,"57,608",14, ,20231213
3029,零壹,35,85,1,"2,703","2,652","38,583",0,14,0,230,244,"38,583",0, ,20231213
3030,德律,4,4,0,"1,729","1,729","59,054",0,0,0,8,8,"59,054",0, ,20231213
3031,佰鴻,23,10,0,"1,322","1,335","43,300",0,0,0,103,103,"43,300",0, ,20231213
3032,偉訓,364,279,102,"7,460","7,443","25,821",9,12,0,237,240,"25,821",0, ,20231213
3033,威健,59,118,3,"2,770","2,708","107,017",4,1,0,158,155,"107,017",0, ,20231213
3034,聯詠,38,85,0,"1,751","1,704","152,127",9,7,0,400,398,"152,127",0, ,20231213
3035,智原,"2,658","1,881",6,"13,074","13,845","62,137",945,215,0,"3,894","3,164","62,137",31, ,20231213
3036,文曄,330,286,0,"5,189","5,233","221,943",5,36,0,"1,238","1,269","221,943",1, ,20231213
3037,欣興,320,709,10,"27,284","26,885","381,280",18,20,1,"1,082","1,083","381,280",0, ,20231213
3038,全台,13,95,0,"3,816","3,734","39,351",0,1,0,43,44,"39,351",0, ,20231213
3040,遠見,0,7,0,82,75,"15,750",0,0,0,0,0,"15,750",0, ,20231213
3041,揚智,552,458,0,"9,908","10,002","48,490",57,43,0,"3,331","3,317","48,490",18, ,20231213
3042,晶技,41,58,0,"2,800","2,783","77,439",0,1,0,45,46,"77,439",0, ,20231213
3043,科風,22,26,0,"1,853","1,849","9,743",0,0,0,16,16,"9,743",5, ,20231213
3044,健鼎,"1,041",916,1,"4,560","4,684","131,401",5,63,0,309,367,"131,401",1, ,20231213
3045,台灣大,0,4,0,563,559,"930,815",0,0,0,1,1,"930,815",0, ,20231213
3046,建碁,23,76,12,"3,506","3,441","19,612",0,0,0,17,17,"19,612",0, ,20231213
3047,訊舟,"1,554",676,46,"12,750","13,582","53,241",42,280,0,806,"1,044","53,241",4, ,20231213
3048,益登,5,32,1,"1,282","1,254","61,207",0,2,0,4,6,"61,207",0, ,20231213
3049,精金,9,54,0,"11,602","11,557","200,502",1,0,0,19,18,"200,502",0, ,20231213
3050,鈺德,224,"2,385",0,"10,945","8,784","36,496",3,0,3,75,69,"36,496",0, ,20231213
3051,力特,576,445,0,"8,978","9,109","34,909",28,57,0,"1,055","1,084","34,909",7, ,20231213
3052,夆典,177,193,0,"1,464","1,448","57,668",0,0,0,0,0,"57,668",0, ,20231213
3054,立萬利,0,0,0,49,49,0,0,0,0,0,0,0,0,OX ,20231213
3055,蔚華科,134,244,20,"8,923","8,793","25,610",0,1,0,112,113,"25,610",0, ,20231213
3056,富華新,25,58,3,"5,262","5,226","85,568",0,0,0,164,164,"85,568",0, ,20231213
3057,喬鼎,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231213
3058,立德,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231213
3059,華晶科,198,270,2,"10,725","10,651","69,700",1,6,0,276,281,"69,700",1, ,20231213
3060,銘異,37,115,13,"3,286","3,195","34,390",1,0,0,6,5,"34,390",0, ,20231213
3062,建漢,197,169,0,"14,154","14,182","82,563",1,13,0,35,47,"82,563",0, ,20231213
3090,日電貿,15,70,0,"1,632","1,577","45,664",0,0,0,3,3,"45,664",0, ,20231213
3092,鴻碩,14,60,0,"2,450","2,404","26,638",0,0,0,100,100,"26,638",0, ,20231213
3094,聯傑,142,323,0,"5,726","5,545","20,779",72,0,0,420,348,"20,779",0, ,20231213
3130,一零四,0,0,0,0,0,"8,297",0,0,0,0,0,"8,297",0,X ,20231213
3138,耀登,60,61,0,"2,523","2,522","11,700",0,0,0,6,6,"11,700",0, ,20231213
3149,正達,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231213
3164,景岳,0,1,0,922,921,"21,627",0,0,0,0,0,"21,627",0, ,20231213
3167,大量,4,4,0,781,781,"20,634",0,0,0,3,3,"20,634",0, ,20231213
3189,景碩,105,153,67,"10,209","10,094","113,618",6,20,0,786,800,"113,618",0, ,20231213
3209,全科,8,6,0,"1,328","1,330","57,770",0,1,0,33,34,"57,770",0, ,20231213
3229,晟鈦,0,0,0,100,100,0,0,0,0,0,0,0,0,OX ,20231213
3231,緯創,"4,216","5,877",83,"122,013","120,269","724,951",133,538,0,"1,426","1,831","724,951",90, ,20231213
3257,虹冠電,14,70,0,"4,253","4,197","19,996",2,0,0,29,27,"19,996",0, ,20231213
3266,昇陽,318,640,0,"1,945","1,623","88,078",16,1,0,43,28,"88,078",2, ,20231213
3296,勝德,90,60,0,"4,714","4,744","24,181",0,15,0,29,44,"24,181",0, ,20231213
3305,昇貿,152,265,0,"11,099","10,986","33,559",0,6,0,325,331,"33,559",0, ,20231213
3308,聯德,222,195,6,"3,403","3,424","17,530",8,62,0,92,146,"17,530",7, ,20231213
3311,閎暉,242,115,0,"3,679","3,806","15,000",0,0,0,0,0,"15,000",2, ,20231213
3312,弘憶股,12,31,2,"1,419","1,398","40,656",0,0,0,11,11,"40,656",0, ,20231213
3321,同泰,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231213
3338,泰碩,188,622,0,"6,429","5,995","21,977",1,10,0,70,79,"21,977",1, ,20231213
3346,麗清,361,740,0,"7,015","6,636","28,448",1,0,0,372,371,"28,448",3, ,20231213
3356,奇偶,20,39,0,"4,299","4,280","22,455",1,0,0,24,23,"22,455",0, ,20231213
3376,新日興,176,705,1,"3,548","3,018","46,937",6,31,1,263,287,"46,937",3, ,20231213
3380,明泰,765,897,6,"9,152","9,014","135,429",8,11,2,413,414,"135,429",8, ,20231213
3406,玉晶光,298,648,1,"4,544","4,193","28,185",6,36,0,218,248,"28,185",2, ,20231213
3413,京鼎,86,56,0,"1,398","1,428","22,294",1,1,0,109,109,"22,294",0, ,20231213
3416,融程電,5,6,0,"1,173","1,172","19,559",0,0,0,0,0,"19,559",0, ,20231213
3419,譁裕,334,122,6,"5,805","6,011","30,120",0,0,0,1,1,"30,120",0, ,20231213
3432,台端,0,1,0,454,453,0,0,0,0,0,0,0,0,OX ,20231213
3437,榮創,"1,157","1,285",0,"5,462","5,334","36,137",265,76,0,"1,626","1,437","36,137",19, ,20231213
3443,創意,298,281,8,"6,660","6,669","33,502",16,6,0,312,302,"33,502",1, ,20231213
3447,展達,1,1,1,"1,239","1,238","19,204",1,0,0,1,0,"19,204",0, ,20231213
3450,聯鈞,685,"1,503",0,"16,818","16,000","36,420",2,8,0,371,377,"36,420",8, ,20231213
3454,晶睿,15,30,0,"2,994","2,979","21,641",7,3,0,455,451,"21,641",0, ,20231213
3481,群創,"2,450","1,104",28,"160,873","162,191","2,269,658",136,35,0,"1,666","1,565","2,269,658",0, ,20231213
3494,誠研,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231213
3501,維熹,6,4,0,461,463,"29,564",0,0,0,0,0,"29,564",0, ,20231213
3504,揚明光,443,292,3,"5,903","6,051","28,514",0,13,0,405,418,"28,514",11, ,20231213
3515,華擎,354,294,0,"3,185","3,245","30,410",8,0,0,198,190,"30,410",0, ,20231213
3518,柏騰,23,135,0,"6,236","6,124","20,035",5,0,0,255,250,"20,035",0, ,20231213
3528,安馳,2,3,0,354,353,"16,591",0,0,0,0,0,"16,591",0, ,20231213
3530,晶相光,58,183,0,"1,750","1,625","19,613",5,1,0,102,98,"19,613",0, ,20231213
3532,台勝科,238,323,1,"3,956","3,870","96,962",2,0,0,44,42,"96,962",0, ,20231213
3533,嘉澤,65,93,1,"1,180","1,151","27,832",0,0,0,27,27,"27,832",0, ,20231213
3535,晶彩科,24,47,4,"4,162","4,135","19,763",0,0,0,11,11,"19,763",0, ,20231213
3543,州巧,55,40,0,"1,293","1,308","22,315",0,0,0,0,0,"22,315",0, ,20231213
3545,敦泰,283,257,1,"6,685","6,710","54,490",100,11,0,"2,016","1,927","54,490",0, ,20231213
3550,聯穎,14,2,0,"6,043","6,055","21,887",0,0,0,0,0,"21,887",0, ,20231213
3557,嘉威,10,9,0,"1,148","1,149","17,142",0,0,0,0,0,"17,142",0, ,20231213
3563,牧德,30,8,0,"2,122","2,144","11,182",2,0,0,104,102,"11,182",0, ,20231213
3576,聯合再生,0,35,0,"9,389","9,354",0,0,0,0,35,35,0,0,OX ,20231213
3583,辛耘,236,367,0,"5,028","4,897","20,082",7,3,0,505,501,"20,082",5, ,20231213
3588,通嘉,134,279,0,"4,348","4,203","14,729",31,7,0,445,421,"14,729",10, ,20231213
3591,艾笛森,73,51,6,"24,905","24,921","36,322",2,0,0,58,56,"36,322",0, ,20231213
3592,瑞鼎,9,1,1,536,543,"18,963",1,0,0,15,14,"18,963",0, ,20231213
3593,力銘,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231213
3596,智易,"1,781",459,1,"2,613","3,934","55,088",5,99,0,328,422,"55,088",7, ,20231213
3605,宏致,464,65,7,"1,392","1,784","33,604",0,3,0,3,6,"33,604",1, ,20231213
3607,谷崧,448,460,1,"2,684","2,671","30,415",0,4,0,3,7,"30,415",1, ,20231213
3617,碩天,38,37,1,"3,475","3,475","22,752",26,5,3,95,71,"22,752",0, ,20231213
3622,洋華,"1,390","1,018",0,"2,737","3,109","37,831",12,79,0,132,199,"37,831",49, ,20231213
3645,達邁,58,90,2,"6,152","6,118","32,059",0,1,0,226,227,"32,059",0, ,20231213
3652,精聯,0,2,0,"2,051","2,049","18,774",0,0,0,1,1,"18,774",0, ,20231213
3653,健策,97,29,0,900,968,"35,204",6,0,0,102,96,"35,204",0, ,20231213
3661,世芯-KY,131,164,3,"3,247","3,211","18,189",6,37,3,466,494,"18,189",3, ,20231213
3665,貿聯-KY,69,39,0,"4,204","4,234","40,827",1,16,0,93,108,"40,827",0, ,20231213
3669,圓展,11,65,0,"1,471","1,417","23,229",0,0,0,104,104,"23,229",0, ,20231213
3673,TPK-KY,18,95,0,"9,251","9,174","101,665",0,0,0,350,350,"101,665",0, ,20231213
3679,新至陞,2,7,0,63,58,"15,762",0,0,0,0,0,"15,762",0, ,20231213
3682,亞太電,0,0,0,0,0,0,0,0,0,0,0,0,0,OX!,20231213
3686,達能,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231213
3694,海華,"2,179","1,623",0,"7,184","7,740","33,782",11,124,0,372,485,"33,782",51, ,20231213
3701,大眾控,194,263,0,"11,299","11,230","52,105",29,0,0,141,112,"52,105",0, ,20231213
3702,大聯大,487,72,0,"5,986","6,401","419,764",2,11,0,287,296,"419,764",2, ,20231213
3703,欣陸,160,36,0,"1,504","1,628","205,803",0,0,0,0,0,"205,803",0, ,20231213
3704,合勤控,"1,985","2,668",2,"17,147","16,462","102,016",10,42,0,158,190,"102,016",7, ,20231213
3705,永信,34,41,0,"1,500","1,493","66,605",1,0,0,1,0,"66,605",0, ,20231213
3706,神達,"5,292","2,982",1,"35,515","37,824","301,639",12,41,0,320,349,"301,639",49, ,20231213
3708,上緯投控,47,43,3,"3,922","3,923","24,640",35,0,0,173,138,"24,640",0, ,20231213
3711,日月光投控,80,40,0,"2,537","2,577","1,095,297",3,3,0,499,499,"1,095,297",0, ,20231213
3712,永崴投控,"2,462","2,952",0,"10,376","9,886","61,560",73,395,0,142,464,"61,560",24, ,20231213
3714,富采,50,78,37,"14,283","14,218","171,195",2,8,0,95,101,"171,195",1, ,20231213
3715,定穎投控,"3,336","1,746",0,"25,269","26,859","69,418",149,194,0,"5,211","5,256","69,418",49, ,20231213
4104,佳醫,7,1,0,279,285,"38,904",0,0,0,0,0,"38,904",0, ,20231213
4106,雃博,3,4,0,"1,342","1,341","25,227",0,0,0,4,4,"25,227",0, ,20231213
4108,懷特,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231213
4119,旭富,9,14,0,"1,102","1,097","29,877",1,0,0,11,10,"29,877",0, ,20231213
4133,亞諾法,5,38,1,"1,779","1,745","15,138",27,0,0,324,297,"15,138",0, ,20231213
4137,麗豐-KY,5,1,0,546,550,"19,873",0,0,0,0,0,"19,873",0, ,20231213
4142,國光生,48,82,0,"7,984","7,950","107,376",0,0,0,7,7,"107,376",0, ,20231213
4148,全宇生技-KY,3,5,0,763,761,"16,008",0,0,0,5,5,"16,008",0, ,20231213
4155,訊映,8,45,0,"5,479","5,442","35,442",0,7,0,36,43,"35,442",0, ,20231213
4164,承業醫,138,59,0,"8,520","8,599","40,339",0,0,0,39,39,"40,339",0, ,20231213
4190,佐登-KY,8,4,0,821,825,"15,272",0,0,0,1,1,"15,272",0, ,20231213
4306,炎洲,700,514,0,"14,024","14,210","164,656",0,38,33,351,356,"164,656",0, ,20231213
4414,如興,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231213
4426,利勤,13,16,15,"2,868","2,850","43,169",1,0,0,11,10,"43,169",0, ,20231213
4438,廣越,4,3,0,522,523,"25,856",0,0,0,10,10,"25,856",0, ,20231213
4439,冠星-KY,13,3,0,802,812,"9,573",0,0,0,0,0,"9,573",0, ,20231213
4440,宜新實業,0,0,0,179,179,"16,899",0,0,0,0,0,"16,899",0, ,20231213
4526,東台,119,14,0,"4,181","4,286","63,706",0,0,0,2,2,"63,706",0, ,20231213
4532,瑞智,67,121,0,"7,237","7,183","126,228",1,1,0,41,41,"126,228",0, ,20231213
4536,拓凱,11,18,0,"1,222","1,215","22,705",0,4,0,10,14,"22,705",0, ,20231213
4540,全球傳動,20,1,0,657,676,"23,789",0,0,0,12,12,"23,789",0, ,20231213
4545,銘鈺,6,15,0,558,549,"19,250",0,0,0,0,0,"19,250",0, ,20231213
4551,智伸科,1,1,0,"2,328","2,328","28,805",0,0,0,2,2,"28,805",0, ,20231213
4552,力達-KY,52,35,0,"2,228","2,245","29,000",0,4,0,103,107,"29,000",0, ,20231213
4555,氣立,13,1,0,"1,022","1,034","17,328",0,0,0,12,12,"17,328",0, ,20231213
