股票代號,股票名稱,買進,賣出,現金償還,前日餘額,今日餘額,限額,買進,賣出,現券償還,前日餘額,今日餘額,限額,資券互抵,註記,日期
1513,中興電,"2,121","1,386",2,"32,454","33,187","125,778",49,61,0,"1,186","1,198","125,778",40, ,20231213
1514,亞力,971,"1,223",31,"13,504","13,221","61,733",104,219,506,"5,294","4,903","61,733",47, ,20231213
1515,力山,258,439,0,"4,920","4,739","45,368",26,47,70,987,938,"45,368",2, ,20231213
1516,川飛,145,685,0,"1,755","1,215","9,705",1,11,0,1,11,"9,705",0, ,20231213
1517,利奇,13,7,0,"2,135","2,141","56,421",0,2,0,138,140,"56,421",2, ,20231213
1519,華城,894,805,0,"4,166","4,255","65,264",28,40,0,"2,431","2,443","65,264",14, ,20231213
1521,大億,365,43,0,253,575,"19,057",0,7,0,0,7,"19,057",0, ,20231213
1522,堤維西,730,905,0,"9,825","9,650","78,224",49,88,0,423,462,"78,224",14, ,20231213
1524,耿鼎,"2,479","1,297",0,"8,715","9,897","41,327",70,77,1,"1,840","1,846","41,327",42, ,20231213
1525,江申,11,2,0,"1,554","1,563","18,350",0,0,0,161,161,"18,350",0, ,20231213
1526,日馳,6,5,0,"2,883","2,884","15,000",0,1,0,9,10,"15,000",0, ,20231213
1527,鑽全,7,2,0,661,666,"34,642",0,0,0,4,4,"34,642",0, ,20231213
1528,恩德,47,27,0,"7,816","7,836","47,832",0,0,0,5,5,"47,832",0, ,20231213
1529,樂事綠能,409,240,0,"7,514","7,683","37,644",29,3,0,183,157,"37,644",1, ,20231213
1530,亞崴,5,3,0,272,274,"24,148",0,0,0,0,0,"24,148",0, ,20231213
1531,高林股,0,1,0,420,419,"45,902",0,0,0,0,0,"45,902",0, ,20231213
1532,勤美,642,86,1,"5,893","6,448","94,386",0,4,24,173,153,"94,386",0, ,20231213
1533,車王電,1,7,2,"2,508","2,500","24,636",1,0,0,38,37,"24,636",0, ,20231213
1535,中宇,1,4,0,82,79,"30,935",0,0,0,0,0,"30,935",0, ,20231213
1536,和大,33,10,5,"4,028","4,046","69,879",0,1,0,5,6,"69,879",0, ,20231213
1537,廣隆,3,0,0,78,81,"20,516",0,0,0,0,0,"20,516",0, ,20231213
1538,正峰,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231213
1539,巨庭,3,11,20,"2,200","2,172","16,342",0,0,0,8,8,"16,342",0, ,20231213
1540,喬福,31,42,0,"2,471","2,460","21,368",0,0,0,1,1,"21,368",0, ,20231213
1541,錩泰,1,28,0,307,280,"19,700",0,0,0,1,1,"19,700",0, ,20231213
1558,伸興,0,0,0,407,407,"16,633",0,0,0,0,0,"16,633",0, ,20231213
1560,中砂,409,434,0,"5,551","5,526","36,192",8,7,0,862,861,"36,192",5, ,20231213
1568,倉佑,95,209,0,"4,432","4,318","25,771",3,1,0,246,244,"25,771",8, ,20231213
1582,信錦,474,880,0,"7,260","6,854","30,934",18,98,171,791,700,"30,934",7, ,20231213
1583,程泰,0,0,0,45,45,"27,600",0,0,0,0,0,"27,600",0, ,20231213
1587,吉茂,12,0,0,"1,002","1,014","17,156",0,0,0,2,2,"17,156",0, ,20231213
1589,永冠-KY,4,21,3,"6,284","6,264","29,533",0,3,0,284,287,"29,533",0, ,20231213
1590,亞德客-KY,12,0,0,242,254,"49,999",0,0,0,1,1,"49,999",0, ,20231213
1597,直得,5,0,0,646,651,"22,315",0,0,0,1,1,"22,315",0, ,20231213
1598,岱宇,62,45,1,"4,321","4,337","39,902",0,0,0,5,5,"39,902",0, ,20231213
1603,華電,984,686,0,"7,116","7,414","47,922",11,1,0,128,118,"47,922",43, ,20231213
1604,聲寶,1,6,0,758,753,"96,050",0,1,0,5,6,"96,050",0, ,20231213
1605,華新,"1,753",335,98,"62,466","63,786","1,007,833",2,13,0,526,537,"1,007,833",16, ,20231213
1608,華榮,683,"1,546",0,"8,683","7,820","158,193",53,7,0,79,33,"158,193",6, ,20231213
1609,大亞,"1,453","2,753",1,"34,500","33,199","179,670",157,7,0,"1,091",941,"179,670",0, ,20231213
1611,中電,49,47,0,"7,143","7,145","80,683",0,0,0,16,16,"80,683",0, ,20231213
1612,宏泰,882,923,0,"5,015","4,974","79,020",64,14,0,171,121,"79,020",25, ,20231213
1614,三洋電,1,0,0,347,348,"67,278",0,0,0,0,0,"67,278",0, ,20231213
1615,大山,452,304,0,899,"1,047","40,930",9,0,0,13,4,"40,930",11, ,20231213
1616,億泰,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231213
1617,榮星,22,19,0,187,190,"39,449",0,0,0,0,0,"39,449",0, ,20231213
1618,合機,"1,181","1,595",0,"7,676","7,262","48,172",310,47,0,"1,266","1,003","48,172",60, ,20231213
1626,艾美特-KY,1,1,0,"1,816","1,816","38,205",0,0,0,0,0,"38,205",0, ,20231213
1701,中化,171,94,0,"5,921","5,998","74,520",1,0,0,35,34,"74,520",0, ,20231213
1702,南僑,2,11,0,859,850,"73,533",0,0,0,1,1,"73,533",0, ,20231213
1707,葡萄王,3,8,0,841,836,"34,071",0,0,0,1,1,"34,071",0, ,20231213
1708,東鹼,64,65,5,"6,051","6,045","62,250",1,1,0,10,10,"62,250",0, ,20231213
1709,和益,0,0,0,"2,218","2,218","119,254",0,0,0,11,11,"119,254",1, ,20231213
1710,東聯,14,41,0,"3,314","3,287","221,425",0,0,0,7,7,"221,425",0, ,20231213
1711,永光,28,69,0,"5,999","5,958","136,938",0,0,0,20,20,"136,938",0, ,20231213
1712,興農,6,14,0,"1,720","1,712","105,123",0,0,0,18,18,"105,123",0, ,20231213
1713,國化,40,10,0,"3,385","3,415","37,737",0,0,0,12,12,"37,737",0, ,20231213
1714,和桐,77,53,0,"7,893","7,917","254,206",0,0,0,73,73,"254,206",1, ,20231213
1717,長興,25,16,0,"4,126","4,135","294,566",0,0,0,0,0,"294,566",0, ,20231213
1718,中纖,232,271,12,"21,237","21,186","421,476",0,1,0,3,4,"421,476",1, ,20231213
1720,生達,26,45,0,"1,737","1,718","44,674",0,0,0,5,5,"44,674",0, ,20231213
1721,三晃,127,86,0,"5,849","5,890","41,428",4,3,0,228,227,"41,428",0, ,20231213
1722,台肥,7,40,1,"1,273","1,239","245,000",0,0,0,20,20,"245,000",0, ,20231213
1723,中碳,4,0,0,349,353,"59,226",0,0,0,15,15,"59,226",0, ,20231213
1725,元禎,1,1,0,129,129,"45,457",0,0,0,0,0,"45,457",0, ,20231213
1726,永記,0,0,0,4,4,"40,500",0,0,0,0,0,"40,500",0, ,20231213
1727,中華化,12,57,0,"5,418","5,373","29,616",0,0,0,336,336,"29,616",0, ,20231213
1730,花仙子,0,0,0,5,5,"15,808",0,0,0,0,0,"15,808",0, ,20231213
1731,美吾華,3,1,0,662,664,"33,228",0,0,0,2,2,"33,228",0, ,20231213
1732,毛寶,45,37,0,"1,043","1,051","10,610",4,11,0,264,271,"10,610",0, ,20231213
1733,五鼎,63,37,0,813,839,"24,987",0,0,0,3,3,"24,987",0, ,20231213
1734,杏輝,18,63,0,"3,838","3,793","41,930",0,0,0,7,7,"41,930",0, ,20231213
1735,日勝化,0,0,0,83,83,"24,847",0,0,0,0,0,"24,847",0, ,20231213
1736,喬山,7,6,0,"2,860","2,861","75,904",0,0,0,121,121,"75,904",0, ,20231213
1737,臺鹽,0,2,0,359,357,"50,000",0,0,0,0,0,"50,000",0, ,20231213
1752,南光,110,45,0,"3,125","3,190","25,247",0,0,0,57,57,"25,247",4, ,20231213
1760,寶齡富錦,23,75,3,"7,332","7,277","21,434",0,0,0,116,116,"21,434",0, ,20231213
1762,中化生,73,74,0,"3,174","3,173","19,390",0,3,0,138,141,"19,390",0, ,20231213
1773,勝一,4,0,0,"1,305","1,309","62,500",0,0,0,2,2,"62,500",0, ,20231213
1776,展宇,0,0,0,336,336,"15,027",0,0,0,0,0,"15,027",0, ,20231213
1783,和康生,7,1,0,"1,868","1,874","20,058",0,0,0,10,10,"20,058",0, ,20231213
1786,科妍,15,23,1,"2,168","2,159","16,932",0,0,0,22,22,"16,932",0, ,20231213
1789,神隆,40,10,0,"6,124","6,154","197,684",0,0,0,0,0,"197,684",0, ,20231213
1795,美時,886,"1,306",12,"16,850","16,418","61,860",38,7,0,725,694,"61,860",3, ,20231213
1802,台玻,304,183,5,"14,217","14,333","727,015",0,0,0,353,353,"727,015",1, ,20231213
1805,寶徠,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231213
1806,冠軍,154,43,27,"2,983","3,067","97,600",2,0,0,11,9,"97,600",0, ,20231213
1808,潤隆,7,8,0,"5,159","5,158","112,756",0,0,0,5,5,"112,756",0, ,20231213
1809,中釉,"1,043",295,0,"4,086","4,834","41,760",0,74,0,35,109,"41,760",0, ,20231213
1810,和成,29,41,0,"19,688","19,676","75,575",0,0,0,68,68,"75,575",0, ,20231213
1817,凱撒衛,22,0,0,"3,391","3,413","18,150",0,0,0,0,0,"18,150",0, ,20231213
1903,士紙,2,0,14,"3,622","3,610","65,009",0,0,0,1,1,"65,009",0, ,20231213
1904,正隆,61,33,0,"3,062","3,090","277,068",0,1,0,7,8,"277,068",0, ,20231213
1905,華紙,151,265,0,"17,349","17,235","275,708",3,1,0,110,108,"275,708",0, ,20231213
1906,寶隆,0,2,0,"3,795","3,793","37,750",0,0,0,0,0,"37,750",0, ,20231213
1907,永豐餘,67,87,0,"21,246","21,226","415,092",0,1,0,198,199,"415,092",0, ,20231213
1909,榮成,294,6,10,"6,962","7,240","331,921",0,0,0,33,33,"331,921",0, ,20231213
2002,中鋼,925,619,5,"19,138","19,439","3,933,715",31,15,0,505,489,"3,933,715",0, ,20231213
2006,東和鋼鐵,115,36,0,"1,044","1,123","182,553",0,1,0,46,47,"182,553",0, ,20231213
2007,燁興,19,4,0,"2,123","2,138","42,366",0,0,0,166,166,"42,366",0, ,20231213
2008,高興昌,1,0,0,40,41,"47,713",0,0,0,0,0,"47,713",0, ,20231213
2009,第一銅,186,153,15,"3,500","3,518","89,905",7,1,0,180,174,"89,905",3, ,20231213
2010,春源,2,13,0,"1,968","1,957","161,913",0,0,0,0,0,"161,913",0, ,20231213
2012,春雨,7,0,0,247,254,"75,540",0,0,0,0,0,"75,540",0, ,20231213
2013,中鋼構,1,0,0,186,187,"50,000",0,0,0,0,0,"50,000",0, ,20231213
2014,中鴻,606,221,4,"14,887","15,268","358,886",0,6,0,417,423,"358,886",1, ,20231213
2015,豐興,0,0,0,72,72,"145,399",0,0,0,0,0,"145,399",0, ,20231213
2017,官田鋼,42,9,0,"14,195","14,228","111,718",8,0,0,31,23,"111,718",0, ,20231213
2020,美亞,28,21,0,"1,552","1,559","55,631",0,0,0,1,1,"55,631",0, ,20231213
2022,聚亨,37,23,0,"1,694","1,708","84,292",0,0,0,0,0,"84,292",0, ,20231213
2023,燁輝,246,83,0,"6,928","7,091","487,292",0,0,0,55,55,"487,292",0, ,20231213
2024,志聯,0,0,0,76,76,"24,375",0,0,0,0,0,"24,375",0, ,20231213
2025,千興,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231213
2027,大成鋼,239,198,47,"12,456","12,450","608,565",12,15,0,433,436,"608,565",0, ,20231213
2028,威致,8,0,0,"1,816","1,824","81,428",0,0,0,0,0,"81,428",0, ,20231213
2029,盛餘,266,74,0,745,937,"80,295",0,24,0,41,65,"80,295",3, ,20231213
2030,彰源,11,0,7,"3,048","3,052","70,131",0,0,0,36,36,"70,131",0, ,20231213
2031,新光鋼,68,72,0,"3,366","3,362","80,286",1,5,0,154,158,"80,286",0, ,20231213
2032,新鋼,5,2,0,"1,164","1,167","32,630",0,0,0,0,0,"32,630",0, ,20231213
2033,佳大,2,7,0,"1,465","1,460","20,173",0,0,0,11,11,"20,173",0, ,20231213
2034,允強,63,2,0,"1,763","1,824","111,894",0,0,1,114,113,"111,894",0, ,20231213
2038,海光,62,13,4,"2,680","2,725","47,581",0,0,0,10,10,"47,581",0, ,20231213
2049,上銀,100,31,0,"2,113","2,182","88,448",1,0,0,119,118,"88,448",0, ,20231213
2059,川湖,239,301,0,"3,495","3,433","23,824",0,25,0,230,255,"23,824",0, ,20231213
2062,橋椿,14,12,0,989,991,"49,998",0,0,0,26,26,"49,998",0, ,20231213
2069,運錩,3,7,1,"1,977","1,972","41,596",0,0,0,52,52,"41,596",0, ,20231213
2101,南港,45,27,0,"14,948","14,966","208,483",0,0,0,39,39,"208,483",0, ,20231213
2102,泰豐,27,13,0,"2,826","2,840","118,332",0,0,0,5,5,"118,332",0, ,20231213
2103,台橡,9,5,0,"3,688","3,692","206,427",0,0,0,14,14,"206,427",0, ,20231213
2104,國際中橡,27,17,0,"11,226","11,236","246,183",0,0,0,336,336,"246,183",0, ,20231213
2105,正新,464,236,0,"3,658","3,886","810,353",10,24,0,92,106,"810,353",0, ,20231213
2106,建大,26,0,0,"2,995","3,021","238,722",0,0,0,3,3,"238,722",0, ,20231213
2107,厚生,0,1,0,748,747,"75,898",0,0,0,0,0,"75,898",0, ,20231213
2108,南帝,40,4,0,"1,383","1,419","123,104",0,5,0,286,291,"123,104",0, ,20231213
2109,華豐,8,5,0,513,516,"69,837",0,0,0,0,0,"69,837",0, ,20231213
2114,鑫永銓,0,2,0,65,63,"19,497",0,0,0,0,0,"19,497",0, ,20231213
2115,六暉-KY,8,0,0,280,288,"24,850",0,0,0,0,0,"24,850",0, ,20231213
2201,裕隆,"1,044","1,998",7,"34,227","33,266","267,500",41,52,10,778,779,"267,500",1, ,20231213
2204,中華,771,995,20,"11,561","11,317","138,405",50,16,0,802,768,"138,405",4, ,20231213
2206,三陽工業,271,200,0,"15,417","15,488","199,372",1,0,0,142,141,"199,372",0, ,20231213
2207,和泰車,4,4,0,123,123,"139,275",0,0,0,0,0,"139,275",0, ,20231213
2208,台船,0,51,0,"5,472","5,421",0,0,0,0,0,0,0,0,OX ,20231213
2211,長榮鋼,111,38,0,"1,127","1,200","104,272",1,4,0,39,42,"104,272",1, ,20231213
2228,劍麟,20,18,0,"1,554","1,556","18,945",0,0,0,0,0,"18,945",0, ,20231213
2231,為升,9,8,0,"7,701","7,702","35,229",0,0,0,15,15,"35,229",0, ,20231213
2233,宇隆,24,18,0,"2,607","2,613","15,072",2,2,0,54,54,"15,072",0, ,20231213
2236,百達-KY,51,130,0,"3,626","3,547","12,338",0,41,0,36,77,"12,338",2, ,20231213
2239,英利-KY,11,18,0,"3,129","3,122","30,084",0,0,0,1,1,"30,084",0, ,20231213
2241,艾姆勒,43,14,0,"3,440","3,469","22,400",0,34,100,522,456,"22,400",0, ,20231213
2243,宏旭-KY,169,365,0,"3,269","3,073","17,342",0,0,0,10,10,"17,342",0, ,20231213
2247,汎德永業,1,1,0,154,154,"20,177",0,0,0,0,0,"20,177",0, ,20231213
2250,IKKA-KY,24,19,0,435,440,"7,359",0,0,0,1,1,"7,359",0, ,20231213
2301,光寶科,"1,298",873,3,"25,238","25,660","592,061",4,64,0,333,393,"592,061",9, ,20231213
2302,麗正,10,23,0,"4,140","4,127","41,575",0,0,0,0,0,"41,575",0, ,20231213
2303,聯電,"2,059",931,4,"50,654","51,778","3,125,773",216,69,0,"4,002","3,855","3,125,773",4, ,20231213
2305,全友,22,14,0,"2,612","2,620","42,355",0,0,0,40,40,"42,355",0, ,20231213
2308,台達電,236,43,2,"4,023","4,214","649,385",5,2,0,71,68,"649,385",0, ,20231213
2312,金寶,"1,112",939,0,"42,556","42,729","374,628",0,6,0,430,436,"374,628",2, ,20231213
2313,華通,"9,206","7,845",1,"34,230","35,590","297,955",152,"2,065",0,"5,477","7,390","297,955",112, ,20231213
2314,台揚,0,24,1,309,284,0,0,0,0,0,0,0,0,OX ,20231213
2316,楠梓電,25,97,0,"4,749","4,677","45,685",0,1,0,235,236,"45,685",0, ,20231213
2317,鴻海,402,251,17,"42,672","42,806","3,465,747",5,0,0,676,671,"3,465,747",0, ,20231213
2321,東訊,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231213
2323,中環,367,503,2,"44,752","44,614","272,337",3,2,0,"1,004","1,003","272,337",2, ,20231213
2324,仁寶,"2,504","1,989",1,"14,407","14,921","1,101,786",53,203,0,826,976,"1,101,786",32, ,20231213
2327,國巨,269,361,0,"3,307","3,215","105,786",43,10,3,374,338,"105,786",0, ,20231213
2328,廣宇,98,32,0,"11,386","11,452","129,586",1,1,0,11,11,"129,586",0, ,20231213
2329,華泰,"2,723","1,516",17,"26,928","28,118","138,827",176,214,1,"6,495","6,532","138,827",26, ,20231213
2330,台積電,285,905,27,"16,974","16,327","6,483,017",0,0,0,0,0,"6,483,017",0, ,20231213
2331,精英,676,"1,474",0,"23,795","22,997","139,350",5,0,0,382,377,"139,350",0, ,20231213
2332,友訊,597,356,0,"18,683","18,924","150,709",2,3,0,344,345,"150,709",5, ,20231213
2337,旺宏,253,568,9,"15,423","15,099","463,942",0,8,0,"1,210","1,218","463,942",0, ,20231213
2338,光罩,37,64,10,"9,871","9,834","64,111",0,0,0,234,234,"64,111",0, ,20231213
2340,台亞,191,646,1,"13,413","12,957","94,655",20,6,0,337,323,"94,655",3, ,20231213
2342,茂矽,3,12,0,"5,615","5,606","39,039",5,2,0,22,19,"39,039",0, ,20231213
2344,華邦電,853,"2,151",3,"38,746","37,445","1,045,000",14,41,0,"1,295","1,322","1,045,000",3, ,20231213
2345,智邦,49,169,0,"2,258","2,138","140,039",18,9,0,310,301,"140,039",3, ,20231213
2347,聯強,27,9,0,477,495,"416,986",1,0,0,57,56,"416,986",0, ,20231213
2348,海悅,6,5,0,681,682,"29,277",0,0,0,9,9,"29,277",0, ,20231213
2349,錸德,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231213
2351,順德,28,41,1,"1,964","1,950","45,535",2,0,0,180,178,"45,535",0, ,20231213
2352,佳世達,268,296,0,"16,089","16,061","491,695",0,100,0,534,634,"491,695",0, ,20231213
2353,宏碁,"1,851","1,281",0,"15,996","16,566","761,963",47,98,0,690,741,"761,963",32, ,20231213
2354,鴻準,46,222,10,"9,286","9,100","353,621",1,20,0,32,51,"353,621",1, ,20231213
2355,敬鵬,"1,025",768,0,"15,782","16,039","99,373",161,29,0,"1,622","1,490","99,373",15, ,20231213
2356,英業達,"3,477","3,420",15,"41,557","41,599","896,868",8,519,0,"1,756","2,267","896,868",0, ,20231213
2357,華碩,287,500,0,"3,315","3,102","185,690",3,53,0,233,283,"185,690",3, ,20231213
2358,廷鑫,48,48,0,"4,620","4,620","27,487",15,192,0,"1,597","1,774","27,487",0, ,20231213
2359,所羅門,192,210,0,"9,829","9,811","42,867",9,7,0,154,152,"42,867",0, ,20231213
2360,致茂,52,134,1,"1,420","1,337","106,341",0,7,0,1,8,"106,341",6, ,20231213
2362,藍天,239,188,2,"2,426","2,475","158,065",0,0,0,10,10,"158,065",1, ,20231213
2363,矽統,"6,322","2,724",6,"39,613","43,205","187,397",193,649,0,"10,511","10,967","187,397",27, ,20231213
2364,倫飛,67,92,0,"1,616","1,591","7,749",8,14,0,229,235,"7,749",0, ,20231213
2365,昆盈,"3,077","1,513",0,"11,120","12,684","55,382",0,114,0,30,144,"55,382",13, ,20231213
2367,燿華,"2,082","1,272",0,"34,752","35,562","167,351",35,1,0,764,730,"167,351",4, ,20231213
2368,金像電,269,753,1,"5,186","4,701","122,959",12,64,18,"2,831","2,865","122,959",1, ,20231213
2369,菱生,207,295,1,"8,243","8,154","95,025",31,7,0,987,963,"95,025",2, ,20231213
2371,大同,"4,115","5,318",7,"126,522","125,312","584,884",283,49,0,807,573,"584,884",22, ,20231213
2373,震旦行,0,0,0,60,60,"59,050",0,0,0,0,0,"59,050",0, ,20231213
2374,佳能,460,532,0,"9,042","8,970","71,886",67,18,0,159,110,"71,886",0, ,20231213
2375,凱美,59,84,3,"3,278","3,250","27,168",0,0,0,76,76,"27,168",3, ,20231213
2376,技嘉,"1,471","1,793",19,"28,884","28,543","158,922",48,60,0,"2,052","2,064","158,922",11, ,20231213
2377,微星,240,409,0,"5,183","5,014","211,214",6,3,0,116,113,"211,214",0, ,20231213
2379,瑞昱,82,74,20,"2,401","2,389","128,215",10,8,0,97,95,"128,215",0, ,20231213
2380,虹光,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231213
2382,廣達,"1,313","1,201",12,"55,085","55,185","965,656",97,147,1,"3,562","3,611","965,656",13, ,20231213
2383,台光電,74,103,0,"3,798","3,769","85,566",12,76,11,415,468,"85,566",0, ,20231213
2385,群光,166,94,1,801,872,"190,013",3,10,0,166,173,"190,013",5, ,20231213
2387,精元,"2,393",759,0,"3,775","5,409","48,812",11,77,0,132,198,"48,812",16, ,20231213
2388,威盛,"1,181","1,972",0,"20,298","19,507","124,794",417,60,1,"6,301","5,943","124,794",13, ,20231213
2390,云辰,30,115,0,"4,476","4,391","48,154",0,0,0,109,109,"48,154",0, ,20231213
2392,正崴,"3,123","2,924",0,"8,929","9,128","128,081",153,6,1,334,186,"128,081",43, ,20231213
2393,億光,55,106,0,"1,887","1,836","110,848",0,0,0,19,19,"110,848",0, ,20231213
2395,研華,6,8,0,103,101,"214,480",0,0,0,1,1,"214,480",0, ,20231213
2397,友通,0,0,0,120,120,"28,672",0,0,0,0,0,"28,672",0, ,20231213
2399,映泰,736,564,0,"13,393","13,565","44,525",6,47,0,286,327,"44,525",14, ,20231213
2401,凌陽,399,386,2,"10,471","10,482","147,998",23,52,0,791,820,"147,998",0, ,20231213
2402,毅嘉,"1,268","1,091",0,"25,689","25,866","76,884",109,5,0,743,639,"76,884",13, ,20231213
2404,漢唐,251,166,0,"1,247","1,332","47,646",0,3,0,36,39,"47,646",7, ,20231213
2405,輔信,"1,226",533,0,"14,299","14,992","85,856",30,13,0,270,253,"85,856",20, ,20231213
2406,國碩,32,25,3,"8,482","8,486","87,726",2,0,0,25,23,"87,726",0, ,20231213
2408,南亞科,418,"1,292",4,"30,078","29,200","774,523",42,74,0,813,845,"774,523",3, ,20231213
2409,友達,607,846,76,"92,224","91,909","1,924,849",23,58,0,"2,073","2,108","1,924,849",0, ,20231213
2412,中華電,78,6,0,529,601,"1,939,361",0,0,0,19,19,"1,939,361",0, ,20231213
2413,環科,180,110,0,"5,541","5,611","31,839",65,45,0,107,87,"31,839",0, ,20231213
2414,精技,5,0,0,113,118,"40,433",0,0,0,0,0,"40,433",0, ,20231213
2415,錩新,47,16,4,"2,160","2,187","22,500",0,1,0,7,8,"22,500",0, ,20231213
2417,圓剛,546,438,0,"9,166","9,274","39,517",25,190,0,"1,606","1,771","39,517",4, ,20231213
2419,仲琦,"3,418","2,444",0,"11,804","12,778","80,329",19,525,0,455,961,"80,329",214, ,20231213
2420,新巨,11,11,0,687,687,"38,162",0,0,0,7,7,"38,162",0, ,20231213
2421,建準,226,261,3,"15,873","15,835","68,296",16,11,0,289,284,"68,296",5, ,20231213
2423,固緯,38,27,0,555,566,"36,261",0,0,0,0,0,"36,261",0, ,20231213
2424,隴華,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231213
2425,承啟,"4,102","3,354",1,"10,031","10,778","24,124",5,133,0,140,268,"24,124",60, ,20231213
2426,鼎元,110,29,10,"3,498","3,569","75,155",0,0,0,6,6,"75,155",0, ,20231213
2427,三商電,509,536,0,"8,178","8,151","46,078",128,"1,184",0,"2,102","3,158","46,078",0, ,20231213
2428,興勤,311,160,0,"2,938","3,089","32,028",0,12,0,11,23,"32,028",0, ,20231213
2429,銘旺科,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231213
2430,燦坤,1,1,0,213,213,"29,200",0,0,0,3,3,"29,200",0, ,20231213
2431,聯昌,118,8,0,"1,510","1,620","27,731",0,0,0,1,1,"27,731",0, ,20231213
2433,互盛電,0,0,0,2,2,"36,124",0,0,0,0,0,"36,124",0, ,20231213
2434,統懋,0,0,0,225,225,"2,377",0,0,0,0,0,"2,377",0, ,20231213
2436,偉詮電,221,446,1,"13,011","12,785","44,502",138,5,0,"1,588","1,455","44,502",1, ,20231213
2438,翔耀,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231213
2439,美律,400,442,1,"4,959","4,916","54,846",70,7,0,638,575,"54,846",1, ,20231213
2440,太空梭,0,0,0,222,222,0,0,0,0,0,0,0,0,OX ,20231213
2441,超豐,39,5,0,481,515,"142,211",0,2,0,13,15,"142,211",0, ,20231213
2442,新美齊,64,77,0,"4,197","4,184","61,959",0,1,0,10,11,"61,959",0, ,20231213
2443,昶虹,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231213
2444,兆勁,0,0,0,0,0,0,0,0,0,0,0,0,0,OX ,20231213
2449,京元電子,"1,371",955,1,"5,621","6,036","305,686",29,235,0,"1,378","1,584","305,686",37, ,20231213
2450,神腦,3,0,0,62,65,"64,563",0,0,0,0,0,"64,563",0, ,20231213
2451,創見,14,106,0,896,804,"107,265",0,0,0,36,36,"107,265",0, ,20231213
2453,凌群,95,157,0,"5,483","5,421","25,000",0,5,0,103,108,"25,000",1, ,20231213
2454,聯發科,166,386,2,"5,807","5,585","399,911",20,24,1,444,447,"399,911",0, ,20231213
2455,全新,74,159,0,"2,313","2,228","46,226",21,101,0,524,604,"46,226",6, ,20231213
2457,飛宏,480,407,5,"28,181","28,249","98,422",25,7,0,"2,204","2,186","98,422",11, ,20231213
2458,義隆,165,234,0,"3,487","3,418","75,970",12,1,0,185,174,"75,970",1, ,20231213
2459,敦吉,16,2,0,229,243,"26,398",0,0,0,0,0,"26,398",0, ,20231213
2460,建通,70,66,0,"5,118","5,122","42,300",5,7,0,117,119,"42,300",0, ,20231213
2461,光群雷,131,19,0,"10,010","10,122","42,325",0,0,0,27,27,"42,325",0, ,20231213
2462,良得電,223,385,0,"12,565","12,403","29,328",87,1,20,639,533,"29,328",2, ,20231213
2464,盟立,21,4,0,"2,277","2,294","48,882",0,0,0,38,38,"48,882",0, ,20231213
2465,麗臺,0,2,0,104,102,0,0,0,0,53,53,0,0,OX ,20231213
2466,冠西電,2,6,0,"1,165","1,161","40,952",0,0,0,0,0,"40,952",0, ,20231213
2467,志聖,105,105,0,"1,949","1,949","39,188",1,3,0,31,33,"39,188",0, ,20231213
2468,華經,167,81,0,"4,532","4,618","17,490",31,48,0,91,108,"17,490",0, ,20231213
2471,資通,66,51,0,"2,713","2,728","11,813",0,0,0,12,12,"11,813",1, ,20231213
2472,立隆電,"1,009",387,0,"4,181","4,803","41,183",1,14,0,30,43,"41,183",3, ,20231213
2474,可成,40,45,0,"1,550","1,545","170,091",0,1,0,6,7,"170,091",0, ,20231213
2476,鉅祥,"1,219",796,0,"20,768","21,191","47,663",2,96,0,380,474,"47,663",2, ,20231213
2477,美隆電,104,9,0,"1,484","1,579","39,643",0,0,0,0,0,"39,643",0, ,20231213
2478,大毅,16,23,0,"1,255","1,248","36,182",0,0,0,6,6,"36,182",0, ,20231213
2480,敦陽科,3,2,0,726,727,"26,590",0,0,0,7,7,"26,590",0, ,20231213
2481,強茂,138,290,1,"13,728","13,575","95,528",9,1,0,74,66,"95,528",0, ,20231213
2482,連宇,314,240,0,"6,545","6,619","19,470",1,29,0,"1,048","1,076","19,470",0, ,20231213
2483,百容,4,3,0,"1,795","1,796","27,273",0,0,0,1,1,"27,273",0, ,20231213
2484,希華,186,113,0,"6,233","6,306","39,855",1,0,0,30,29,"39,855",0, ,20231213
2485,兆赫,315,291,9,"16,691","16,706","79,422",3,28,0,432,457,"79,422",3, ,20231213
2486,一詮,361,"1,450",1,"21,706","20,616","55,489",118,58,0,924,864,"55,489",17, ,20231213
2488,漢平,15,79,0,"1,283","1,219","19,999",0,1,0,8,9,"19,999",0, ,20231213
2489,瑞軒,58,56,0,"6,293","6,295","185,025",30,0,0,46,16,"185,025",0, ,20231213
