公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%),備註,日期
2451,創見,1170657,1143247,1181561,2.39,-0.92,1170657,1181561,-0.92,,20220110
2454,聯發科,43502342,46202466,35333330,-5.84,23.11,43502342,35333330,23.11,,20220110
2458,義隆,1335948,1373531,1335075,-2.73,0.06,1335948,1335075,0.06,,20220110
2481,強茂,1317383,1153692,1047936,14.18,25.71,1317383,1047936,25.71,,20220110
3006,晶豪科,1696175,1948743,1632033,-12.96,3.93,1696175,1632033,3.93,,20220110
3014,聯陽,580181,532880,513474,8.87,12.99,580181,513474,12.99,,20220110
3016,嘉晶,483983,423516,367896,14.27,31.55,483983,367896,31.55,,20220110
3034,聯詠,12317273,11884027,8122309,3.64,51.64,12317273,8122309,51.64,,20220110
3035,智原,1051004,933782,484123,12.55,117.09,1051004,484123,117.09,,20220110
3041,揚智,195325,360301,194768,-45.78,0.28,195325,194768,0.28,,20220110
3094,聯傑,26929,23052,24115,16.81,11.66,26929,24115,11.66,,20220110
3189,景碩,3359365,3170512,2512811,5.95,33.68,3359365,2512811,33.68,,20220110
3257,虹冠電,70512,92381,100723,-23.67,-29.99,70512,100723,-29.99,,20220110
3413,京鼎,1132842,1184540,963514,-4.36,17.57,1132842,963514,17.57,,20220110
3443,創意,1645799,1523360,1106465,8.03,48.74,1645799,1106465,48.74,,20220110
3450,聯鈞,612895,601685,580670,1.86,5.54,612895,580670,5.54,,20220110
3530,晶相光,196419,291907,354402,-32.71,-44.57,196419,354402,-44.57,,20220110
3532,台勝科,1238250,1070027,1010103,15.72,22.58,1238250,1010103,22.58,,20220110
3545,敦泰,1377485,1666828,1358165,-17.35,1.42,1377485,1358165,1.42,,20220110
3583,辛耘,427217,549054,349679,-22.19,22.17,427217,349679,22.17,,20220110
3588,通嘉,198716,190256,151684,4.44,31.0,198716,151684,31.0,,20220110
3592,瑞鼎,2626813,2351451,1776220,11.71,47.88,2626813,1776220,47.88,,20220110
3661,世芯-KY,874914,793411,748874,10.27,16.83,874914,748874,16.83,,20220110
3686,達能,12327,12410,10165,-0.66,21.26,12327,10165,21.26,,20220110
3711,日月光投控,48573947,59664942,40847914,-18.58,18.91,48573947,40847914,18.91,,20220110
4919,新唐,3436678,3392875,3206926,1.29,7.16,3436678,3206926,7.16,,20220110
4952,凌通,287231,270459,240553,6.2,19.4,287231,240553,19.4,,20220110
4961,天鈺,2038502,1889223,1392390,7.9,46.4,2038502,1392390,46.4,,20220110
4967,十銓,585045,637937,684921,-8.29,-14.58,585045,684921,-14.58,,20220110
4968,立積,276620,302772,588780,-8.63,-53.01,276620,588780,-53.01,,20220110
5222,全訊,80436,74486,69154,7.98,16.31,80436,69154,16.31,,20220110
5269,祥碩,578572,375876,664854,53.92,-12.97,578572,664854,-12.97,,20220110
5285,界霖,549158,549042,504363,0.02,8.88,549158,504363,8.88,,20220110
5471,松翰,336154,333546,508557,0.78,-33.9,336154,508557,-33.9,,20220110
6202,盛群,646206,544368,491349,18.7,31.51,646206,491349,31.51,,20220110
6239,力成,7243417,7319725,6093345,-1.04,18.87,7243417,6093345,18.87,,20220110
6243,迅杰,70290,68647,59466,2.39,18.2,70290,59466,18.2,,20220110
6257,矽格,1448844,1518590,1197663,-4.59,20.97,1448844,1197663,20.97,,20220110
6271,同欣電,1148483,1119986,1011605,2.54,13.53,1148483,1011605,13.53,,20220110
6415,矽力*-KY,1913308,2284021,1454851,-16.23,31.51,1913308,1454851,31.51,,20220110
6451,訊芯-KY,297927,398778,426404,-25.29,-30.13,297927,426404,-30.13,,20220110
6515,穎崴,314261,276714,199088,13.56,57.85,314261,199088,57.85,,20220110
6525,捷敏-KY,449310,440387,370165,2.02,21.38,449310,370165,21.38,,20220110
6531,愛普*,557185,594486,378920,-6.27,47.04,557185,378920,47.04,,20220110
6533,晶心科,56824,137422,43665,-58.64,30.13,56824,43665,30.13,,20220110
6552,易華電,210940,210433,231885,0.24,-9.03,210940,231885,-9.03,,20220110
6573,虹揚-KY,125259,161999,196989,-22.67,-36.41,125259,196989,-36.41,,20220110
6695,芯鼎,78220,101158,70507,-22.67,10.93,78220,70507,10.93,,20220110
6719,力智,584518,562786,440100,3.86,32.81,584518,440100,32.81,,20220110
6756,威鋒電子,342859,293104,263761,16.97,29.98,342859,263761,29.98,,20220110
6770,力積電,6884583,6871766,4189994,0.18,64.31,6884583,4189994,64.31,,20220110
6789,采鈺,638898,775238,560736,-17.58,13.93,638898,560736,13.93,,20220110
6799,來頡,107653,107603,77029,0.04,39.75,107653,77029,39.75,,20220110
8016,矽創,1884275,1951479,1418533,-3.44,32.83,1884275,1418533,32.83,,20220110
8028,昇陽半導體,260045,247734,226546,4.96,14.78,260045,226546,14.78,,20220110
8081,致新,814958,748238,808781,8.91,0.76,814958,808781,0.76,,20220110
8110,華東,755049,830900,464553,-9.12,62.53,755049,464553,62.53,,20220110
8131,福懋科,857821,834523,856514,2.79,0.15,857821,856514,0.15,,20220110
8150,南茂,2272996,2265502,2163311,0.33,5.07,2272996,2163311,5.07,,20220110
8261,富鼎,375452,349461,370715,7.43,1.27,375452,370715,1.27,,20220110
8271,宇瞻,911767,695325,658190,31.12,38.52,911767,658190,38.52,,20220110
2301,光寶科,14495059,15057937,14076995,-3.73,2.96,14495059,14076995,2.96,,20220110
2305,全友,33155,67942,58387,-51.2,-43.21,33155,58387,-43.21,,20220110
2324,仁寶,82650402,127709100,91177558,-35.28,-9.35,82650402,91177558,-9.35,,20220110
2331,精英,2770931,3417580,2567501,-18.92,7.92,2770931,2567501,7.92,,20220110
2352,佳世達,20546375,22056771,17545000,-6.84,17.1,20546375,17545000,17.1,,20220110
2353,宏��,25157785,29515884,23495092,-14.76,7.07,25157785,23495092,7.07,,20220110
2356,英業達,39640876,52162104,39382095,-24.0,0.65,39640876,39382095,0.65,,20220110
2357,華碩,43155373,51475119,36724581,-16.16,17.51,43155373,36724581,17.51,,20220110
2362,藍天,2037436,2307387,1954836,-11.69,4.22,2037436,1954836,4.22,,20220110
2364,倫飛,56564,83360,60397,-32.14,-6.34,56564,60397,-6.34,,20220110
2365,昆盈,142025,121826,174796,16.58,-18.74,142025,174796,-18.74,,20220110
2376,技嘉,14205060,7695562,10386245,84.58,36.76,14205060,10386245,36.76,,20220110
2377,微星,20386768,15508581,17022930,31.45,19.76,20386768,17022930,19.76,,20220110
2380,虹光,254733,225020,228040,13.2,11.7,254733,228040,11.7,,20220110
2382,廣達,100800443,124746019,94354473,-19.19,6.83,100800443,94354473,6.83,,20220110
2387,精元,2011583,2402087,2021627,-16.25,-0.49,2011583,2021627,-0.49,,20220110
2395,研華,5383995,5562179,4510810,-3.2,19.35,5383995,4510810,19.35,,20220110
2397,友通,1260538,1490842,744404,-15.44,69.33,1260538,744404,69.33,,20220110
2399,映泰,292377,266640,211826,9.65,38.02,292377,211826,38.02,,20220110
2405,輔信,135664,126205,127524,7.49,6.38,135664,127524,6.38,,20220110
2417,圓剛,317377,332533,459311,-4.55,-30.9,317377,459311,-30.9,,20220110
2425,承啟,475271,913022,417306,-47.94,13.89,475271,417306,13.89,,20220110
2465,麗臺,707236,718379,599492,-1.55,17.97,707236,599492,17.97,,20220110
2495,普安,83601,109502,74334,-23.65,12.46,83601,74334,12.46,,20220110
3002,歐格,50923,46330,53494,9.91,-4.8,50923,53494,-4.8,,20220110
3005,神基,2643512,2525583,2581834,4.66,2.38,2643512,2581834,2.38,,20220110
3013,晟銘電,459693,664288,433978,-30.79,5.92,459693,433978,5.92,,20220110
3017,奇鋐,4352507,4050057,3551772,7.46,22.54,4352507,3551772,22.54,,20220110
3022,威強電,618164,717181,494980,-13.8,24.88,618164,494980,24.88,,20220110
3046,建��,142547,239698,126091,-40.53,13.05,142547,126091,13.05,,20220110
3057,喬鼎,88169,91651,69382,-3.79,27.07,88169,69382,27.07,,20220110
3060,銘異,309284,414465,328884,-25.37,-5.95,309284,328884,-5.95,,20220110
3231,緯創,66957794,96078329,58569401,-30.3,14.32,66957794,58569401,14.32,,20220110
3416,融程電,175462,241133,196051,-27.23,-10.5,175462,196051,-10.5,,20220110
3494,誠研,33387,28976,32088,15.22,4.04,33387,32088,4.04,,20220110
3515,華擎,2223025,2204812,1649931,0.82,34.73,2223025,1649931,34.73,,20220110
3652,精聯,156177,191948,161256,-18.63,-3.14,156177,161256,-3.14,,20220110
3701,大眾控,1095766,1036322,807556,5.73,35.68,1095766,807556,35.68,,20220110
3706,神達,4133379,3268835,3514392,26.44,17.61,4133379,3514392,17.61,,20220110
3712,永崴投控,788528,2228883,669845,-64.62,17.71,788528,669845,17.71,,20220110
4916,事欣科,149756,168831,113713,-11.29,31.69,149756,113713,31.69,,20220110
4938,和碩,123138251,155780369,82418580,-20.95,49.4,123138251,82418580,49.4,,20220110
5215,科嘉-KY,246949,326169,404867,-24.28,-39.0,246949,404867,-39.0,,20220110
5258,虹堡,501757,620426,268534,-19.12,86.85,501757,268534,86.85,,20220110
6117,迎廣,200141,190881,202010,4.85,-0.92,200141,202010,-0.92,,20220110
6128,上福,449054,457246,361663,-1.79,24.16,449054,361663,24.16,,20220110
6166,凌華,899276,1273812,590372,-29.4,52.32,899276,590372,52.32,,20220110
6206,飛捷,565773,484299,345734,16.82,63.64,565773,345734,63.64,,20220110
6230,尼得科超眾,816901,1312507,830022,-37.76,-1.58,816901,830022,-1.58,,20220110
6235,華孚,301211,316512,240709,-4.83,25.13,301211,240709,25.13,,20220110
6277,宏正,418304,511586,401629,-18.23,4.15,418304,401629,4.15,,20220110
6414,樺漢,7168165,11586117,6074373,-38.13,18.0,7168165,6074373,18.0,,20220110
6579,研揚,616948,864637,500734,-28.64,23.2,616948,500734,23.2,,20220110
6591,動力-KY,186549,202274,156637,-7.77,19.09,186549,156637,19.09,,20220110
6669,緯穎,12704870,21626949,12324604,-41.25,3.08,12704870,12324604,3.08,,20220110
8114,振樺電,795823,1031496,617333,-22.84,28.91,795823,617333,28.91,,20220110
8163,達方,2576169,2469392,2081055,4.32,23.79,2576169,2081055,23.79,,20220110
8210,勤誠,735855,932892,577048,-21.12,27.52,735855,577048,27.52,,20220110
9912,偉聯,47651,53383,39353,-10.73,21.08,47651,39353,21.08,,20220110
2323,中環,741423,720566,814652,2.89,-8.98,741423,814652,-8.98,,20220110
2349,錸德,528253,536689,615793,-1.57,-14.21,528253,615793,-14.21,,20220110
2374,佳能,377353,436667,237942,-13.58,58.59,377353,237942,58.59,,20220110
2393,億光,1865628,1842212,2028397,1.27,-8.02,1865628,2028397,-8.02,,20220110
2406,國碩,609278,765125,867672,-20.36,-29.78,609278,867672,-29.78,,20220110
2409,友達,27823033,31765574,26620298,-12.41,4.51,27823033,26620298,4.51,,20220110
2426,鼎元,233276,245988,254109,-5.16,-8.19,233276,254109,-8.19,,20220110
2429,銘旺科,50473,61401,94808,-17.79,-46.76,50473,94808,-46.76,,20220110
2438,翔耀,22838,26369,34258,-13.39,-33.33,22838,34258,-33.33,,20220110
2466,冠西電,89779,62146,78760,44.46,13.99,89779,78760,13.99,,20220110
2486,一詮,456164,485495,469204,-6.04,-2.77,456164,469204,-2.77,,20220110
2489,瑞軒,1624977,2174131,1511763,-25.25,7.48,1624977,1511763,7.48,,20220110
2491,吉祥全,-251964,163994,43921,-253.64,-673.67,-251964,43921,-673.67,,20220110
3008,大立光,3729465,4502016,4600551,-17.16,-18.93,3729465,4600551,-18.93,,20220110
3019,亞光,1612556,1988757,1561488,-18.91,3.27,1612556,1561488,3.27,,20220110
3024,憶聲,123169,106528,154378,15.62,-20.21,123169,154378,-20.21,,20220110
3031,佰鴻,122738,136408,127846,-10.02,-3.99,122738,127846,-3.99,,20220110
3038,全台,400274,358203,317738,11.74,25.97,400274,317738,25.97,,20220110
3049,精金,246040,281801,340738,-12.69,-27.79,246040,340738,-27.79,,20220110
3050,鈺德,86296,86485,82059,-0.21,5.16,86296,82059,5.16,,20220110
3051,力特,282092,214534,270850,31.49,4.15,282092,270850,4.15,,20220110
3059,華晶科,1196336,1027148,617977,16.47,93.58,1196336,617977,93.58,,20220110
3149,正達,215615,224176,243320,-3.81,-11.38,215615,243320,-11.38,,20220110
3356,奇偶,83212,104064,78329,-20.03,6.23,83212,78329,6.23,,20220110
3406,玉晶光,1307333,1843773,1128034,-29.09,15.89,1307333,1128034,15.89,,20220110
3437,榮創,336188,306017,528846,9.85,-36.42,336188,528846,-36.42,,20220110
3454,晶睿,533987,580222,412355,-7.96,29.49,533987,412355,29.49,,20220110
3481,群創,24013292,26520842,27511858,-9.45,-12.71,24013292,27511858,-12.71,,20220110
3504,揚明光,381440,451361,287077,-15.49,32.87,381440,287077,32.87,,20220110
3535,晶彩科,113916,169962,190380,-32.97,-40.16,113916,190380,-40.16,,20220110
3543,州巧,299151,305418,313540,-2.05,-4.58,299151,313540,-4.58,,20220110
3563,牧德,202746,195317,206154,3.8,-1.65,202746,206154,-1.65,,20220110
3576,聯合再生,1486447,1675981,853606,-11.3,74.13,1486447,853606,74.13,,20220110
3591,艾笛森,176214,168784,204631,4.4,-13.88,176214,204631,-13.88,,20220110
3622,洋華,78127,136518,83661,-42.77,-6.61,78127,83661,-6.61,,20220110
3673,TPK-KY,7718270,9064294,10916620,-14.84,-29.29,7718270,10916620,-29.29,,20220110
3714,富采,3051739,3333593,2314387,-8.45,31.85,3051739,2314387,31.85,,20220110
4934,太極,113340,141587,100747,-19.95,12.49,113340,100747,12.49,,20220110
4935,茂林-KY,828876,926686,851883,-10.55,-2.7,828876,851883,-2.7,,20220110
4942,嘉彰,710324,831609,713873,-14.58,-0.49,710324,713873,-0.49,,20220110
4956,光鋐,114485,125406,140667,-8.7,-18.61,114485,140667,-18.61,,20220110
4960,誠美材,990941,931070,904855,6.43,9.51,990941,904855,9.51,,20220110
4976,佳凌,85145,110402,172380,-22.87,-50.6,85145,172380,-50.6,,20220110
5234,達興材料,405491,395472,383951,2.53,5.61,405491,383951,5.61,,20220110
5243,乙盛-KY,863457,1082006,860452,-20.19,0.34,863457,860452,0.34,,20220110
5244,弘凱,97141,116543,112765,-16.64,-13.85,97141,112765,-13.85,,20220110
5484,慧友,27452,54556,27691,-49.68,-0.86,27452,27691,-0.86,,20220110
6116,彩晶,1735178,1935251,2481360,-10.33,-30.07,1735178,2481360,-30.07,,20220110
6120,達運,1645988,1776942,1556826,-7.36,5.72,1645988,1556826,5.72,,20220110
6164,華興,92375,84484,90143,9.34,2.47,92375,90143,2.47,,20220110
6168,宏齊,238555,209441,238906,13.9,-0.14,238555,238906,-0.14,,20220110
6176,瑞儀,4565063,5276923,5050882,-13.49,-9.61,4565063,5050882,-9.61,,20220110
6209,今國光,311627,375476,322839,-17.0,-3.47,311627,322839,-3.47,,20220110
6225,天瀚,4394,8238,712,-46.66,517.13,4394,712,517.13,,20220110
6226,光鼎,71519,79088,75290,-9.57,-5.0,71519,75290,-5.0,,20220110
6278,台表科,6303295,6725710,3741820,-6.28,68.45,6303295,3741820,68.45,,20220110
6405,悅城,47471,48680,25936,-2.48,83.03,47471,25936,83.03,,20220110
6443,元晶,724576,787111,363883,-7.94,99.12,724576,363883,99.12,,20220110
6456,GIS-KY,5889763,15030929,8107295,-60.81,-27.35,5889763,8107295,-27.35,,20220110
6477,安集,234449,248585,45871,-5.68,411.1,234449,45871,411.1,,20220110
6668,中揚光,77418,96479,110795,-19.75,-30.12,77418,110795,-30.12,,20220110
6706,惠特,605254,575986,378564,5.08,59.88,605254,378564,59.88,,20220110
6742,澤米,35160,34074,36778,3.18,-4.39,35160,36778,-4.39,,20220110
8104,錸寶,111476,187164,166556,-40.43,-33.06,111476,166556,-33.06,,20220110
8105,凌巨,916432,937723,753779,-2.27,21.57,916432,753779,21.57,,20220110
8215,明基材,1485737,1456910,1389499,1.97,6.92,1485737,1389499,6.92,,20220110
2314,台揚,265051,252341,402476,5.03,-34.14,265051,402476,-34.14,,20220110
2321,東訊,101616,95966,82276,5.88,23.5,101616,82276,23.5,,20220110
2332,友訊,1190429,1486796,1260594,-19.93,-5.56,1190429,1260594,-5.56,,20220110
2345,智邦,5258916,6719153,4375535,-21.73,20.18,5258916,4375535,20.18,,20220110
2412,中華電,17416392,22726282,17119318,-23.36,1.73,17416392,17119318,1.73,,20220110
2419,仲琦,693700,1014621,966835,-31.62,-28.25,693700,966835,-28.25,,20220110
2424,隴華,1544,-4819,2225,132.03,-30.6,1544,2225,-30.6,,20220110
2439,美律,2374754,3683850,3254313,-35.53,-27.02,2374754,3254313,-27.02,,20220110
2444,兆勁,128357,161253,157104,-20.4,-18.29,128357,157104,-18.29,,20220110
2450,神腦,2933577,2854029,2713138,2.78,8.12,2933577,2713138,8.12,,20220110
2455,全新,290401,269763,273020,7.65,6.36,290401,273020,6.36,,20220110
2485,兆赫,498445,531383,584193,-6.19,-14.67,498445,584193,-14.67,,20220110
2498,宏達電,359148,575531,492663,-37.59,-27.1,359148,492663,-27.1,,20220110
3025,星通,67736,70386,47770,-3.76,41.79,67736,47770,41.79,,20220110
3027,盛達,110211,119257,70080,-7.58,57.26,110211,70080,57.26,,20220110
3045,台灣大,14132830,13804066,12485995,2.38,13.18,14132830,12485995,13.18,,20220110
3047,訊舟,495601,522564,437543,-5.15,13.26,495601,437543,13.26,,20220110
3062,建漢,313816,308559,445333,1.7,-29.53,313816,445333,-29.53,,20220110
3138,耀登,127766,137014,100301,-6.74,27.38,127766,100301,27.38,,20220110
3311,閎暉,160634,158037,161900,1.64,-0.78,160634,161900,-0.78,,20220110
3380,明泰,1916949,2774688,2394050,-30.91,-19.92,1916949,2394050,-19.92,,20220110
3419,譁裕,131694,105593,138577,24.71,-4.96,131694,138577,-4.96,,20220110
3447,展達,367350,394664,300054,-6.92,22.42,367350,300054,22.42,,20220110
3596,智易,3391378,3079898,3249096,10.11,4.37,3391378,3249096,4.37,,20220110
3669,圓展,214100,241401,360984,-11.3,-40.68,214100,360984,-40.68,,20220110
3682,亞太電,1110173,1111242,1113002,-0.09,-0.25,1110173,1113002,-0.25,,20220110
3694,海華,807160,973806,883527,-17.11,-8.64,807160,883527,-8.64,,20220110
3704,合勤控,2399957,2483071,2224607,-3.34,7.88,2399957,2224607,7.88,,20220110
4904,遠傳,8040723,8091933,7417245,-0.63,8.4,8040723,7417245,8.4,,20220110
4906,正文,1725958,2052728,1701474,-15.91,1.43,1725958,1701474,1.43,,20220110
4977,眾達-KY,147132,163871,251715,-10.21,-41.54,147132,251715,-41.54,,20220110
5388,中磊,4108285,5054675,3054064,-18.72,34.51,4108285,3054064,34.51,,20220110
6136,富爾特,44719,44179,55456,1.22,-19.36,44719,55456,-19.36,,20220110
6142,友勁,182768,244904,160808,-25.37,13.65,182768,160808,13.65,,20220110
6152,百一,227266,479605,247593,-52.61,-8.2,227266,247593,-8.2,,20220110
6216,居易,84233,97405,76611,-13.52,9.94,84233,76611,9.94,,20220110
6285,啟��,6810634,6955066,5411717,-2.07,25.84,6810634,5411717,25.84,,20220110
6416,瑞祺電通,354265,502070,415107,-29.43,-14.65,354265,415107,-14.65,,20220110
6426,統新,58172,53387,46750,8.96,24.43,58172,46750,24.43,,20220110
6442,光聖,252919,188128,286787,34.43,-11.8,252919,286787,-11.8,,20220110
6674,鋐寶科技,250031,204581,254929,22.21,-1.92,250031,254929,-1.92,,20220110
6792,詠業,148904,124037,132155,20.04,12.67,148904,132155,12.67,,20220110
8011,台通,164695,274613,124961,-40.02,31.79,164695,124961,31.79,,20220110
8101,華冠,45951,50595,127425,-9.17,-63.93,45951,127425,-63.93,,20220110
1471,首利,20861,25983,65492,-19.71,-68.14,20861,65492,-68.14,,20220110
1582,信錦,938130,1046568,879364,-10.36,6.68,938130,879364,6.68,,20220110
2059,川湖,610647,624767,451859,-2.26,35.14,610647,451859,35.14,,20220110
2308,台達電,26269545,30055122,25115225,-12.59,4.59,26269545,25115225,4.59,,20220110
2313,華通,6398240,6908216,5038378,-7.38,26.99,6398240,5038378,26.99,,20220110
2316,楠梓電,513618,497510,452464,3.23,13.51,513618,452464,13.51,,20220110
2327,國巨,10256336,8220533,8012179,24.76,28.0,10256336,8012179,28.0,,20220110
2328,廣宇,2266998,2675530,1676126,-15.26,35.25,2266998,1676126,35.25,,20220110
2355,敬鵬,1572583,1652046,1385584,-4.8,13.49,1572583,1385584,13.49,,20220110
2367,燿華,1250622,1431646,1281778,-12.64,-2.43,1250622,1281778,-2.43,,20220110
2368,金像電,2430382,2442409,2050494,-0.49,18.52,2430382,2050494,18.52,,20220110
2375,凱美,529383,614006,472568,-13.78,12.02,529383,472568,12.02,,20220110
2383,台光電,3557817,3272872,2750004,8.7,29.37,3557817,2750004,29.37,,20220110
2385,群光,9928201,9994978,9211314,-0.66,7.78,9928201,9211314,7.78,,20220110
2392,正崴,7086816,9956020,8569765,-28.81,-17.3,7086816,8569765,-17.3,,20220110
2402,毅嘉,592276,539192,568689,9.84,4.14,592276,568689,4.14,,20220110
2413,環科,351639,387945,384302,-9.35,-8.49,351639,384302,-8.49,,20220110
2415,錩新,261841,265569,237668,-1.4,10.17,261841,237668,10.17,,20220110
2420,新巨,222597,192023,230006,15.92,-3.22,222597,230006,-3.22,,20220110
2421,建準,1202074,1312643,1109149,-8.42,8.37,1202074,1109149,8.37,,20220110
2428,興勤,679922,652486,679014,4.2,0.13,679922,679014,0.13,,20220110
2431,聯昌,70306,97367,167366,-27.79,-57.99,70306,167366,-57.99,,20220110
2440,太空梭,256585,352743,370296,-27.26,-30.7,256585,370296,-30.7,,20220110
