,有價證券代號及名稱,國際證券辨識號碼(ISIN Code),上市日,市場別,產業別,CFICode,備註
14133,054925　大亞群益32購02,TW23Z0549253,2023/08/15,上市,,RWSCCA,
14134,054926　正隆群益33購01,TW23Z0549261,2023/08/15,上市,,RWSCCA,
14135,054927　三陽群益32購04,TW23Z0549279,2023/08/15,上市,,RWSCCA,
14136,054928　鴻海群益34購01,TW23Z0549287,2023/08/15,上市,,RWSCCA,
14137,054929　金像電群益32購07,TW23Z0549295,2023/08/15,上市,,RWSCCA,
14138,054930　大同群益34購01,TW23Z0549303,2023/08/15,上市,,RWSCCA,
14139,054931　台光電群益32購02,TW23Z0549311,2023/08/15,上市,,RWSCCA,
14140,054932　台光電群益34購02,TW23Z0549329,2023/08/15,上市,,RWSCCA,
14141,054933　毅嘉群益32購03,TW23Z0549337,2023/08/15,上市,,RWSCCA,
14142,054934　聯發科群益32購08,TW23Z0549345,2023/08/15,上市,,RWSCCA,
14143,054935　奇鋐群益32購11,TW23Z0549352,2023/08/15,上市,,RWSCCA,
14144,054936　奇鋐群益34購01,TW23Z0549360,2023/08/15,上市,,RWSCCA,
14145,054937　玉晶光群益34購01,TW23Z0549378,2023/08/15,上市,,RWSCCA,
14146,054938　大眾控群益32購03,TW23Z0549386,2023/08/15,上市,,RWSCCA,
14147,054939　台耀群益32購04,TW23Z0549394,2023/08/15,上市,,RWSCCA,
14148,054940　啟碁群益32購08,TW23Z0549402,2023/08/15,上市,,RWSCCA,
14149,054941　穎崴群益33購03,TW23Z0549410,2023/08/15,上市,,RWSCCA,
14150,054942　愛普群益32購10,TW23Z0549428,2023/08/15,上市,,RWSCCA,
14151,054943　晶心科群益32購07,TW23Z0549436,2023/08/15,上市,,RWSCCA,
14152,054944　帝寶群益32購01,TW23Z0549444,2023/08/15,上市,,RWSCCA,
14153,054945　東哥群益32購02,TW23Z0549451,2023/08/15,上市,,RWSCCA,
14154,054946　世紀鋼群益32購04,TW23Z0549469,2023/08/15,上市,,RWSCCA,
14155,054947　元債2X統一34購02,TW23Z0549477,2023/08/15,上市,,RWBCCA,
14156,054948　台光電統一32購09,TW23Z0549485,2023/08/15,上市,,RWSCCA,
14157,054949　長榮太統一38購02,TW23Z0549493,2023/08/15,上市,,RWSCCA,
14158,054950　奇鋐統一38購01,TW23Z0549501,2023/08/15,上市,,RWSCCA,
14159,054951　總太統一37購02,TW23Z0549519,2023/08/15,上市,,RWSCCA,
14160,054952　嘉澤統一35購01,TW23Z0549527,2023/08/15,上市,,RWSCCA,
14161,054953　材料統一35購01,TW23Z0549535,2023/08/15,上市,,RWSCCA,
14162,054954　材料統一38購02,TW23Z0549543,2023/08/15,上市,,RWSCCA,
14163,054955　材料統一38購03,TW23Z0549550,2023/08/15,上市,,RWSCCA,
14164,054956　材料統一38購04,TW23Z0549568,2023/08/15,上市,,RWSCCA,
14165,054957　材料統一39購02,TW23Z0549576,2023/08/15,上市,,RWSCCA,
14166,054958　東哥統一36購01,TW23Z0549584,2023/08/15,上市,,RWSCCA,
14167,054959　國企2X凱基34購02,TW23Z0549592,2023/08/15,上市,,RWBCCA,
14168,054960　中興電凱基33購05,TW23Z0549600,2023/08/15,上市,,RWSCCA,
14169,054961　正隆凱基33購02,TW23Z0549618,2023/08/15,上市,,RWSCCA,
14170,054962　裕隆凱基33購06,TW23Z0549626,2023/08/15,上市,,RWSCCA,
14171,054963　三陽凱基33購03,TW23Z0549634,2023/08/15,上市,,RWSCCA,
14172,054964　長榮鋼凱基33購01,TW23Z0549642,2023/08/15,上市,,RWSCCA,
14173,054965　光寶科凱基33購06,TW23Z0549659,2023/08/15,上市,,RWSCCA,
14174,054966　台達電凱基33購04,TW23Z0549667,2023/08/15,上市,,RWSCCA,
14175,054967　台達電凱基36購01,TW23Z0549675,2023/08/15,上市,,RWSCCA,
14176,054968　鴻海凱基33購01,TW23Z0549683,2023/08/15,上市,,RWSCCA,
14177,054969　金像電凱基33購02,TW23Z0549691,2023/08/15,上市,,RWSCCA,
14178,054970　金像電凱基33購03,TW23Z0549709,2023/08/15,上市,,RWSCCA,
14179,054971　技嘉凱基33購09,TW23Z0549717,2023/08/15,上市,,RWSCCA,
14180,054972　台光電凱基33購05,TW23Z0549725,2023/08/15,上市,,RWSCCA,
14181,054973　凌陽凱基33購01,TW23Z0549733,2023/08/15,上市,,RWSCCA,
14182,054974　聯發科凱基33購03,TW23Z0549741,2023/08/15,上市,,RWSCCA,
14183,054975　長榮凱基34購01,TW23Z0549758,2023/08/15,上市,,RWSCCA,
14184,054976　華航凱基35購01,TW23Z0549766,2023/08/15,上市,,RWSCCA,
14185,054977　長榮航凱基34購05,TW23Z0549774,2023/08/15,上市,,RWSCCA,
14186,054978　富邦金凱基33購01,TW23Z0549782,2023/08/15,上市,,RWSCCA,
14187,054979　國泰金凱基33購01,TW23Z0549790,2023/08/15,上市,,RWSCCA,
14188,054980　奇鋐凱基34購03,TW23Z0549808,2023/08/15,上市,,RWSCCA,
14189,054981　聯詠凱基33購03,TW23Z0549816,2023/08/15,上市,,RWSCCA,
14190,054982　欣興凱基33購08,TW23Z0549824,2023/08/15,上市,,RWSCCA,
14191,054983　健鼎凱基33購05,TW23Z0549832,2023/08/15,上市,,RWSCCA,
14192,054984　大眾控凱基33購01,TW23Z0549840,2023/08/15,上市,,RWSCCA,
14193,054985　材料凱基34購02,TW23Z0549857,2023/08/15,上市,,RWSCCA,
14194,054986　和碩凱基33購01,TW23Z0549865,2023/08/15,上市,,RWSCCA,
14195,054987　天鈺凱基33購01,TW23Z0549873,2023/08/15,上市,,RWSCCA,
14196,054988　虹堡凱基35購01,TW23Z0549881,2023/08/15,上市,,RWSCCA,
14197,054989　同欣電凱基33購01,TW23Z0549899,2023/08/15,上市,,RWSCCA,
14198,054990　愛普凱基34購01,TW23Z0549907,2023/08/15,上市,,RWSCCA,
14199,054991　緯穎凱基33購08,TW23Z0549915,2023/08/15,上市,,RWSCCA,
14200,054992　南電凱基34購01,TW23Z0549923,2023/08/15,上市,,RWSCCA,
14201,054993　致新凱基33購01,TW23Z0549931,2023/08/15,上市,,RWSCCA,
14202,054994　台汽電凱基33購01,TW23Z0549949,2023/08/15,上市,,RWSCCA,
14203,054995　飛宏元富35購01,TW23Z0549956,2023/08/15,上市,,RWSCCA,
14204,054996　兆豐金元富32購01,TW23Z0549964,2023/08/15,上市,,RWSCCA,
14205,054997　材料元富32購04,TW23Z0549972,2023/08/15,上市,,RWSCCA,
14206,054998　材料元富32購05,TW23Z0549980,2023/08/15,上市,,RWSCCA,
14207,054999　矽力元富32購01,TW23Z0549998,2023/08/15,上市,,RWSCCA,
14208,055000　緯穎元富33購02,TW23Z0550004,2023/08/15,上市,,RWSCCA,
14209,055001　東哥元富32購01,TW23Z0550012,2023/08/15,上市,,RWSCCA,
14210,055002　健鼎麥證32購01,TW23Z0550020,2023/08/15,上市,,RWSCCE,
14211,055003　合勤控麥證33購01,TW23Z0550038,2023/08/15,上市,,RWSCCE,
14212,055004　日月光麥證32購01,TW23Z0550046,2023/08/15,上市,,RWSCCE,
14213,055005　台郡麥證32購01,TW23Z0550053,2023/08/15,上市,,RWSCCE,
14214,055006　緯穎麥證32購01,TW23Z0550061,2023/08/15,上市,,RWSCCE,
14215,055007　上証2X國票33購02,TW23Z0550079,2023/08/15,上市,,RWBCCA,
14216,055008　華航國票32購03,TW23Z0550087,2023/08/15,上市,,RWSCCA,
14217,055009　華航國票32購04,TW23Z0550095,2023/08/15,上市,,RWSCCA,
14218,055010　華航國票33購01,TW23Z0550103,2023/08/15,上市,,RWSCCA,
14219,055011　華航國票33購02,TW23Z0550111,2023/08/15,上市,,RWSCCA,
14220,055012　長榮航國票32購04,TW23Z0550129,2023/08/15,上市,,RWSCCA,
14221,055013　長榮航國票33購01,TW23Z0550137,2023/08/15,上市,,RWSCCA,
14222,055014　奇鋐國票34購01,TW23Z0550145,2023/08/15,上市,,RWSCCA,
14223,055015　奇鋐國票34購02,TW23Z0550152,2023/08/15,上市,,RWSCCA,
14224,055016　東哥國票32購03,TW23Z0550160,2023/08/15,上市,,RWSCCA,
14225,055017　東哥國票33購03,TW23Z0550178,2023/08/15,上市,,RWSCCA,
14226,055018　東哥國票34購03,TW23Z0550186,2023/08/15,上市,,RWSCCA,
14227,055019　台玻國泰34購01,TW23Z0550194,2023/08/15,上市,,RWSCCA,
14228,055020　佳世達國泰34購01,TW23Z0550202,2023/08/15,上市,,RWSCCA,
14229,055021　健鼎國泰34購01,TW23Z0550210,2023/08/15,上市,,RWSCCA,
14230,055022　陽明富邦35購01,TW23Z0550228,2023/08/15,上市,,RWSCCA,
14231,055023　總太富邦34購01,TW23Z0550236,2023/08/15,上市,,RWSCCA,
14232,055024　邁達特富邦33購01,TW23Z0550244,2023/08/15,上市,,RWSCCA,
14233,055025　SGBR2X元大33購04,TW23Z0550251,2023/08/15,上市,,RWBCCA,
14234,055026　SGBR2X元大33購05,TW23Z0550269,2023/08/15,上市,,RWBCCA,
14235,055027　東陽元大33購02,TW23Z0550277,2023/08/15,上市,,RWSCCA,
14236,055028　中興電元大36購02,TW23Z0550285,2023/08/15,上市,,RWSCCA,
14237,055029　中興電元大38購02,TW23Z0550293,2023/08/15,上市,,RWSCCA,
14238,055030　華新元大33購02,TW23Z0550301,2023/08/15,上市,,RWSCCA,
14239,055031　華新元大38購02,TW23Z0550319,2023/08/15,上市,,RWSCCA,
14240,055032　正隆元大33購01,TW23Z0550327,2023/08/15,上市,,RWSCCA,
14241,055033　正隆元大33購02,TW23Z0550335,2023/08/15,上市,,RWSCCA,
14242,055034　大成鋼元大33購07,TW23Z0550343,2023/08/15,上市,,RWSCCA,
14243,055035　光寶科元大35購08,TW23Z0550350,2023/08/15,上市,,RWSCCA,
14244,055036　光寶科元大36購02,TW23Z0550368,2023/08/15,上市,,RWSCCA,
14245,055037　光寶科元大38購03,TW23Z0550376,2023/08/15,上市,,RWSCCA,
14246,055038　技嘉元大35購07,TW23Z0550384,2023/08/15,上市,,RWSCCA,
14247,055039　技嘉元大36購05,TW23Z0550392,2023/08/15,上市,,RWSCCA,
14248,055040　技嘉元大38購04,TW23Z0550400,2023/08/15,上市,,RWSCCA,
14249,055041　台光電元大33購04,TW23Z0550418,2023/08/15,上市,,RWSCCA,
14250,055042　友達元大33購04,TW23Z0550426,2023/08/15,上市,,RWSCCA,
14251,055043　全新元大33購01,TW23Z0550434,2023/08/15,上市,,RWSCCA,
14252,055044　義隆元大33購01,TW23Z0550442,2023/08/15,上市,,RWSCCA,
14253,055045　義隆元大33購02,TW23Z0550459,2023/08/15,上市,,RWSCCA,
14254,055046　義隆元大35購01,TW23Z0550467,2023/08/15,上市,,RWSCCA,
14255,055047　慧洋元大33購02,TW23Z0550475,2023/08/15,上市,,RWSCCA,
14256,055048　新光金元大33購01,TW23Z0550483,2023/08/15,上市,,RWSCCA,
14257,055049　健鼎元大33購07,TW23Z0550491,2023/08/15,上市,,RWSCCA,
14258,055050　健鼎元大33購08,TW23Z0550509,2023/08/15,上市,,RWSCCA,
14259,055051　健鼎元大35購01,TW23Z0550517,2023/08/15,上市,,RWSCCA,
14260,055052　大眾控元大33購01,TW23Z0550525,2023/08/15,上市,,RWSCCA,
14261,055053　啟碁元大36購01,TW23Z0550533,2023/08/15,上市,,RWSCCA,
14262,055054　臺股指元大35購33,TW23Z0550541,2023/08/15,上市,,RWICCE,
14263,055055　臺股指元大35購34,TW23Z0550558,2023/08/15,上市,,RWICCE,
14264,055056　臺股指元大35購35,TW23Z0550566,2023/08/15,上市,,RWICCE,
14265,055057　臺股指元大36購10,TW23Z0550574,2023/08/15,上市,,RWICCE,
14266,055058　臺股指元大36購11,TW23Z0550582,2023/08/15,上市,,RWICCE,
14267,055059　臺股指元大36購12,TW23Z0550590,2023/08/15,上市,,RWICCE,
14268,055060　材料兆豐34購01,TW23Z0550608,2023/08/16,上市,,RWSCCA,
14269,055061　康舒兆豐36購01,TW23Z0550616,2023/08/16,上市,,RWSCCA,
14270,055062　中興電中信34購01,TW23Z0550624,2023/08/16,上市,,RWSCCE,
14271,055063　健鼎中信32購01,TW23Z0550632,2023/08/16,上市,,RWSCCE,
14272,055064　材料中信34購02,TW23Z0550640,2023/08/16,上市,,RWSCCE,
14273,055065　致新中信32購01,TW23Z0550657,2023/08/16,上市,,RWSCCE,
14274,055066　金像電永豐35購01,TW23Z0550665,2023/08/16,上市,,RWSCCA,
14275,055067　技嘉永豐36購03,TW23Z0550673,2023/08/16,上市,,RWSCCA,
14276,055068　華航永豐33購02,TW23Z0550681,2023/08/16,上市,,RWSCCA,
14277,055069　立積永豐33購01,TW23Z0550699,2023/08/16,上市,,RWSCCA,
14278,055070　立積永豐34購01,TW23Z0550707,2023/08/16,上市,,RWSCCA,
14279,055071　緯穎永豐34購02,TW23Z0550715,2023/08/16,上市,,RWSCCA,
14280,055072　緯穎永豐38購01,TW23Z0550723,2023/08/16,上市,,RWSCCA,
14281,055073　東哥永豐34購02,TW23Z0550731,2023/08/16,上市,,RWSCCA,
14282,055074　大同統一34購03,TW23Z0550749,2023/08/16,上市,,RWSCCA,
14283,055075　飛宏統一38購01,TW23Z0550756,2023/08/16,上市,,RWSCCA,
14284,055076　飛宏統一38購02,TW23Z0550764,2023/08/16,上市,,RWSCCA,
14285,055077　長榮統一36購01,TW23Z0550772,2023/08/16,上市,,RWSCCA,
14286,055078　奇鋐統一38購02,TW23Z0550780,2023/08/16,上市,,RWSCCA,
14287,055079　材料統一34購02,TW23Z0550798,2023/08/16,上市,,RWSCCA,
14288,055080　立積統一37購01,TW23Z0550806,2023/08/16,上市,,RWSCCA,
14289,055081　虹堡統一36購03,TW23Z0550814,2023/08/16,上市,,RWSCCA,
14290,055082　啟碁統一38購01,TW23Z0550822,2023/08/16,上市,,RWSCCA,
14291,055083　穎崴統一38購01,TW23Z0550830,2023/08/16,上市,,RWSCCA,
14292,055084　采鈺統一38購01,TW23Z0550848,2023/08/16,上市,,RWSCCA,
14293,055085　T50正2凱基33購04,TW23Z0550855,2023/08/16,上市,,RWBCCA,
14294,055086　T50反1凱基33購02,TW23Z0550863,2023/08/16,上市,,RWBCCA,
14295,055087　T50反1凱基36購02,TW23Z0550871,2023/08/16,上市,,RWBCCA,
14296,055088　T50反1凱基39購01,TW23Z0550889,2023/08/16,上市,,RWBCCA,
14297,055089　元石油凱基33購02,TW23Z0550897,2023/08/16,上市,,RWBCCA,
14298,05508U　健策元富31售02,TW23Z05508U5,2023/04/06,上市,,RWSCPE,
14299,055090　元債2X凱基36購03,TW23Z0550905,2023/08/16,上市,,RWBCCA,
14300,055091　元債2X凱基3B購01,TW23Z0550913,2023/08/16,上市,,RWBCCA,
14301,055092　美債2X凱基33購02,TW23Z0550921,2023/08/16,上市,,RWBCCA,
14302,055093　美債2X凱基36購01,TW23Z0550939,2023/08/16,上市,,RWBCCA,
14303,055094　SGBR2X凱基33購03,TW23Z0550947,2023/08/16,上市,,RWBCCA,
14304,055095　SGBR2X凱基34購03,TW23Z0550954,2023/08/16,上市,,RWBCCA,
14305,055096　中興電凱基36購02,TW23Z0550962,2023/08/16,上市,,RWSCCA,
14306,055097　亞力凱基33購02,TW23Z0550970,2023/08/16,上市,,RWSCCA,
14307,055098　台玻凱基33購02,TW23Z0550988,2023/08/16,上市,,RWSCCA,
14308,055099　光寶科凱基38購01,TW23Z0550996,2023/08/16,上市,,RWSCCA,
14309,05509U　台灣50麥證31售01,TW23Z05509U3,2023/04/06,上市,,RWBCPE,
14310,055100　台達電凱基33購05,TW23Z0551002,2023/08/16,上市,,RWSCCA,
14311,055101　華通凱基33購04,TW23Z0551010,2023/08/16,上市,,RWSCCA,
14312,055102　鴻海凱基33購02,TW23Z0551028,2023/08/16,上市,,RWSCCA,
14313,055103　佳世達凱基33購03,TW23Z0551036,2023/08/16,上市,,RWSCCA,
14314,055104　金像電凱基33購04,TW23Z0551044,2023/08/16,上市,,RWSCCA,
14315,055105　技嘉凱基34購03,TW23Z0551051,2023/08/16,上市,,RWSCCA,
14316,055106　台光電凱基33購07,TW23Z0551069,2023/08/16,上市,,RWSCCA,
14317,055107　群光凱基33購01,TW23Z0551077,2023/08/16,上市,,RWSCCA,
14318,055108　聯發科凱基35購06,TW23Z0551085,2023/08/16,上市,,RWSCCA,
14319,055109　長榮凱基37購01,TW23Z0551093,2023/08/16,上市,,RWSCCA,
14320,055110　華航凱基37購04,TW23Z0551101,2023/08/16,上市,,RWSCCA,
14321,055111　長榮航凱基35購03,TW23Z0551119,2023/08/16,上市,,RWSCCA,
14322,055112　彰銀凱基33購01,TW23Z0551127,2023/08/16,上市,,RWSCCA,
14323,055113　兆豐金凱基33購01,TW23Z0551135,2023/08/16,上市,,RWSCCA,
14324,055114　新光金凱基33購01,TW23Z0551143,2023/08/16,上市,,RWSCCA,
14325,055115　奇鋐凱基33購06,TW23Z0551150,2023/08/16,上市,,RWSCCA,
14326,055116　奇鋐凱基33購07,TW23Z0551168,2023/08/16,上市,,RWSCCA,
14327,055117　奇鋐凱基33購08,TW23Z0551176,2023/08/16,上市,,RWSCCA,
14328,055118　聯詠凱基33購04,TW23Z0551184,2023/08/16,上市,,RWSCCA,
14329,055119　欣興凱基33購09,TW23Z0551192,2023/08/16,上市,,RWSCCA,
14330,055120　健鼎凱基33購06,TW23Z0551200,2023/08/16,上市,,RWSCCA,
14331,055121　立積凱基33購01,TW23Z0551218,2023/08/16,上市,,RWSCCA,
14332,055122　立積凱基33購02,TW23Z0551226,2023/08/16,上市,,RWSCCA,
14333,055123　立積凱基33購03,TW23Z0551234,2023/08/16,上市,,RWSCCA,
14334,055124　力成凱基33購01,TW23Z0551242,2023/08/16,上市,,RWSCCA,
14335,055125　愛普凱基34購02,TW23Z0551259,2023/08/16,上市,,RWSCCA,
14336,055126　緯穎凱基34購02,TW23Z0551267,2023/08/16,上市,,RWSCCA,
14337,055127　東哥凱基33購02,TW23Z0551275,2023/08/16,上市,,RWSCCA,
14338,055128　東哥凱基33購03,TW23Z0551283,2023/08/16,上市,,RWSCCA,
14339,055129　世紀鋼凱基35購04,TW23Z0551291,2023/08/16,上市,,RWSCCA,
14340,055130　臺股指凱基35購29,TW23Z0551309,2023/08/16,上市,,RWICCE,
14341,055131　臺股指凱基35購30,TW23Z0551317,2023/08/16,上市,,RWICCE,
14342,055132　臺股指凱基35購31,TW23Z0551325,2023/08/16,上市,,RWICCE,
14343,055133　臺股指凱基36購04,TW23Z0551333,2023/08/16,上市,,RWICCE,
14344,055134　臺股指凱基36購05,TW23Z0551341,2023/08/16,上市,,RWICCE,
14345,055135　臺股指凱基36購06,TW23Z0551358,2023/08/16,上市,,RWICCE,
14346,055136　T50正2元大36購04,TW23Z0551366,2023/08/16,上市,,RWBCCA,
14347,055137　東陽元大33購03,TW23Z0551374,2023/08/16,上市,,RWSCCA,
14348,055138　華新元大33購03,TW23Z0551382,2023/08/16,上市,,RWSCCA,
14349,055139　華新元大38購03,TW23Z0551390,2023/08/16,上市,,RWSCCA,
14350,055140　華紙元大33購02,TW23Z0551408,2023/08/16,上市,,RWSCCA,
14351,055141　華紙元大35購01,TW23Z0551416,2023/08/16,上市,,RWSCCA,
14352,055142　華紙元大38購01,TW23Z0551424,2023/08/16,上市,,RWSCCA,
14353,055143　中鴻元大33購02,TW23Z0551432,2023/08/16,上市,,RWSCCA,
14354,055144　三陽元大36購02,TW23Z0551440,2023/08/16,上市,,RWSCCA,
14355,055145　光寶科元大35購09,TW23Z0551457,2023/08/16,上市,,RWSCCA,
14356,055146　光寶科元大36購03,TW23Z0551465,2023/08/16,上市,,RWSCCA,
14357,055147　台達電元大33購04,TW23Z0551473,2023/08/16,上市,,RWSCCA,
14358,055148　台達電元大33購05,TW23Z0551481,2023/08/16,上市,,RWSCCA,
14359,055149　台達電元大33購06,TW23Z0551499,2023/08/16,上市,,RWSCCA,
14360,055150　金寶元大33購01,TW23Z0551507,2023/08/16,上市,,RWSCCA,
14361,055151　仁寶元大33購02,TW23Z0551515,2023/08/16,上市,,RWSCCA,
14362,055152　仁寶元大33購03,TW23Z0551523,2023/08/16,上市,,RWSCCA,
14363,055153　仁寶元大33購04,TW23Z0551531,2023/08/16,上市,,RWSCCA,
14364,055154　智邦元大33購01,TW23Z0551549,2023/08/16,上市,,RWSCCA,
14365,055155　佳世達元大33購03,TW23Z0551556,2023/08/16,上市,,RWSCCA,
14366,055156　台光電元大33購05,TW23Z0551564,2023/08/16,上市,,RWSCCA,
14367,055157　台光電元大35購02,TW23Z0551572,2023/08/16,上市,,RWSCCA,
14368,055158　台光電元大38購02,TW23Z0551580,2023/08/16,上市,,RWSCCA,
14369,055159　全新元大33購02,TW23Z0551598,2023/08/16,上市,,RWSCCA,
14370,055160　健鼎元大33購09,TW23Z0551606,2023/08/16,上市,,RWSCCA,
14371,055161　健鼎元大35購02,TW23Z0551614,2023/08/16,上市,,RWSCCA,
14372,055162　健鼎元大38購01,TW23Z0551622,2023/08/16,上市,,RWSCCA,
14373,055163　智易元大33購05,TW23Z0551630,2023/08/16,上市,,RWSCCA,
14374,055164　立積元大33購01,TW23Z0551648,2023/08/16,上市,,RWSCCA,
14375,055165　立積元大33購02,TW23Z0551655,2023/08/16,上市,,RWSCCA,
14376,055166　立積元大35購01,TW23Z0551663,2023/08/16,上市,,RWSCCA,
14377,055167　瑞儀元大33購01,TW23Z0551671,2023/08/16,上市,,RWSCCA,
14378,055168　精成科元大33購02,TW23Z0551689,2023/08/16,上市,,RWSCCA,
14379,055169　康舒元大36購01,TW23Z0551697,2023/08/16,上市,,RWSCCA,
14380,055170　緯穎元大33購09,TW23Z0551705,2023/08/16,上市,,RWSCCA,
14381,055171　緯穎元大33購10,TW23Z0551713,2023/08/16,上市,,RWSCCA,
14382,055172　龍德船元大33購02,TW23Z0551721,2023/08/16,上市,,RWSCCA,
14383,055173　世紀鋼元大36購03,TW23Z0551739,2023/08/16,上市,,RWSCCA,
14384,055174　台積電元富38購03,TW23Z0551747,2023/08/16,上市,,RWSCCA,
14385,055175　華航元富38購01,TW23Z0551754,2023/08/16,上市,,RWSCCA,
14386,055176　碩天元富32購02,TW23Z0551762,2023/08/16,上市,,RWSCCA,
14387,055177　晶心科元富32購02,TW23Z0551770,2023/08/16,上市,,RWSCCA,
14388,055178　力積電元富32購01,TW23Z0551788,2023/08/16,上市,,RWSCCA,
14389,055179　正文國泰34購01,TW23Z0551796,2023/08/16,上市,,RWSCCA,
14390,055180　材料富邦32購01,TW23Z0551804,2023/08/16,上市,,RWSCCA,
14391,055181　康舒富邦38購01,TW23Z0551812,2023/08/16,上市,,RWSCCA,
14392,055182　T50正2國票35購01,TW23Z0551820,2023/08/16,上市,,RWBCCA,
14393,055183　滬深2X國票33購01,TW23Z0551838,2023/08/16,上市,,RWBCCA,
14394,055184　元日2X國票34購01,TW23Z0551846,2023/08/16,上市,,RWBCCA,
14395,055185　中興電國票33購03,TW23Z0551853,2023/08/16,上市,,RWSCCA,
14396,055186　三陽國票33購02,TW23Z0551861,2023/08/16,上市,,RWSCCA,
14397,055187　金寶國票33購01,TW23Z0551879,2023/08/16,上市,,RWSCCA,
14398,055188　智邦國票33購02,TW23Z0551887,2023/08/16,上市,,RWSCCA,
14399,055189　金像電國票33購03,TW23Z0551895,2023/08/16,上市,,RWSCCA,
14400,055190　長榮國票33購04,TW23Z0551903,2023/08/16,上市,,RWSCCA,
14401,055191　華航國票34購01,TW23Z0551911,2023/08/16,上市,,RWSCCA,
14402,055192　華航國票35購01,TW23Z0551929,2023/08/16,上市,,RWSCCA,
14403,055193　八方國票33購01,TW23Z0551937,2023/08/16,上市,,RWSCCA,
14404,055194　欣興國票33購02,TW23Z0551945,2023/08/16,上市,,RWSCCA,
14405,055195　健鼎國票33購02,TW23Z0551952,2023/08/16,上市,,RWSCCA,
14406,055196　健策國票33購01,TW23Z0551960,2023/08/16,上市,,RWSCCA,
14407,055197　立積國票33購01,TW23Z0551978,2023/08/16,上市,,RWSCCA,
