date,FuturesID,ContractDate,Open,Max,Min,Close,Change,ChangePer,Volume,SettlementPrice,OpenInterest,TradingSession
2023-12-04,RRF,202409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.0,0,Position
2023-12-04,RQF,202312,520.0,520.0,519.0,519.0,2.0,0.39,8.0,519.0,118,Position
2023-12-04,RQF,202401,520.0,520.0,519.0,519.0,0.0,0.0,2.0,519.0,32,Position
2023-12-04,RQF,202403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.0,2,Position
2023-12-04,RQF,202406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,0,Position
2023-12-04,RQF,202409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,0,Position
2023-12-04,RPF,202312,526.0,527.0,521.0,521.0,0.0,0.0,5.0,521.0,6,Position
2023-12-04,RPF,202401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,524.0,0,Position
2023-12-04,RPF,202403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,6,Position
2023-12-04,RPF,202406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.0,0,Position
2023-12-04,RPF,202409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.0,0,Position
2023-12-04,ROF,202312,123.5,125.0,116.5,118.5,-5.0,-4.05,346.0,118.5,670,Position
2023-12-04,ROF,202401,123.5,125.0,117.0,118.0,-6.0,-4.84,46.0,118.0,46,Position
2023-12-04,ROF,202403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,1,Position
2023-12-04,ROF,202406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0,Position
2023-12-04,ROF,202409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.5,0,Position
2023-12-04,RO1,202312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.5,1,Position
2023-12-04,RO1,202403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,2,Position
2023-12-04,RO1,202406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,2,Position
2023-12-04,RNF,202312,206.0,209.0,205.0,206.0,0.5,0.24,41.0,206.0,584,Position
2023-12-04,RNF,202401,208.0,208.0,206.0,206.0,0.5,0.24,5.0,206.0,69,Position
2023-12-04,RNF,202403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.5,4,Position
2023-12-04,RNF,202406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.5,1,Position
2023-12-04,RNF,202409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.5,0,Position
2023-12-04,RMF,202312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519.0,5,Position
2023-12-04,RMF,202401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,519.0,0,Position
2023-12-04,RMF,202403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,523.0,0,Position
2023-12-04,RMF,202406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,0,Position
2023-12-04,RMF,202409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,520.0,0,Position
2023-12-04,RLF,202312,28.1,28.95,28.1,28.6,-0.6,-2.05,49.0,28.6,799,Position
2023-12-04,RLF,202401,28.2,28.2,28.15,28.15,-1.1,-3.76,5.0,28.4,17,Position
2023-12-04,RLF,202403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.65,0,Position
2023-12-04,RLF,202406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.6,2,Position
2023-12-04,RLF,202409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.65,0,Position
2023-12-04,RKF,202312,229.5,234.0,224.0,225.0,-4.0,-1.75,763.0,225.0,1127,Position
2023-12-04,RKF,202401,230.0,234.5,224.5,225.0,-4.5,-1.96,141.0,225.0,563,Position
2023-12-04,RKF,202403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,1,Position
2023-12-04,RKF,202406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0,Position
2023-12-04,RKF,202409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.0,0,Position
