StockID,TradeVolume,Transaction,TradeValue,Open,Max,Min,Close,Change,date
04162P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04163P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04164P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04165P,20000,5,11030,0.57,0.57,0.54,0.55,-0.05,2023-01-06
04166P,16000,2,980,0.06,0.08,0.06,0.08,0.0,2023-01-06
04167P,5000,3,21800,4.36,4.38,4.34,4.34,-0.05,2023-01-06
04168P,90000,2,238300,2.63,2.65,2.63,2.65,-0.04,2023-01-06
04169P,103000,13,84320,0.9,0.9,0.73,0.73,-0.29,2023-01-06
04170P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
041713,224000,6,30960,0.13,0.15,0.13,0.14,0.01,2023-01-06
04171P,78000,2,137240,1.75,1.76,1.75,1.76,0.01,2023-01-06
04172P,34000,2,55080,1.62,1.62,1.62,1.62,0.0,2023-01-06
04173P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04174P,350000,5,188400,0.52,0.55,0.52,0.55,0.03,2023-01-06
04175P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04176P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04177P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04178P,109000,2,90470,0.83,0.83,0.83,0.83,-0.06,2023-01-06
04179P,105000,4,36850,0.36,0.36,0.35,0.35,-0.03,2023-01-06
04180P,118000,2,310340,2.63,2.63,2.63,2.63,-0.08,2023-01-06
04181P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04182P,100000,1,36000,0.36,0.36,0.36,0.36,0.0,2023-01-06
04183P,17000,5,14650,0.89,0.89,0.85,0.85,0.0,2023-01-06
041857,35000,2,4600,0.14,0.14,0.13,0.13,-0.01,2023-01-06
041858,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04185P,436000,6,625150,1.48,1.48,1.35,1.35,-0.13,2023-01-06
04186P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04187P,45000,3,77550,1.75,1.75,1.65,1.65,-0.14,2023-01-06
04188P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04189P,77000,2,109290,1.42,1.42,1.41,1.41,-0.06,2023-01-06
04190P,158000,2,372340,2.33,2.36,2.33,2.36,0.1,2023-01-06
04191P,162000,2,255960,1.58,1.58,1.58,1.58,0.07,2023-01-06
04192P,2000,1,1860,0.93,0.93,0.93,0.93,0.03,2023-01-06
04193P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04194P,143000,3,165250,1.16,1.16,1.15,1.15,0.02,2023-01-06
04195P,89000,3,137950,1.55,1.55,1.55,1.55,-0.02,2023-01-06
04196P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04197P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04198P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04199P,151000,2,120820,0.82,0.82,0.78,0.78,-0.1,2023-01-06
04200P,3000,3,2290,0.77,0.77,0.76,0.76,-0.01,2023-01-06
04201P,1000,1,560,0.56,0.56,0.56,0.56,0.0,2023-01-06
04202P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04203P,15000,1,10500,0.7,0.7,0.7,0.7,0.0,2023-01-06
04204P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04205P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-01-06
04206P,54000,3,113520,2.15,2.15,2.1,2.1,-0.07,2023-01-06
04207P,10000,1,37400,3.74,3.74,3.74,3.74,-0.11,2023-01-06
04208P,20000,3,7550,0.38,0.38,0.37,0.37,0.0,2023-01-06
